id,mandate,district,uik,violations
1813,23,Кузьминки,1375,0
1814,23,Кузьминки,1376,0
1815,23,Кузьминки,1377,0
1816,23,Кузьминки,1378,0
1817,23,Кузьминки,1379,1
1818,23,Кузьминки,1380,0
1819,23,Кузьминки,1381,0
1820,23,Кузьминки,1382,1
1821,23,Люблино,1408,0
1822,23,Люблино,1409,0
1823,23,Люблино,1410,1
1824,23,Люблино,1411,0
1825,23,Люблино,1412,0
1826,23,Люблино,1413,0
1827,23,Люблино,1414,0
1828,23,Люблино,1415,0
1829,23,Люблино,1416,0
1830,23,Люблино,1417,0
1831,23,Люблино,1418,0
1832,23,Люблино,1419,0
1833,23,Люблино,1420,0
1834,23,Люблино,1421,0
1835,23,Люблино,1422,0
1836,23,Люблино,1423,1
1837,23,Люблино,1440,0
1838,23,Люблино,1441,0
1839,23,Люблино,1442,0
1840,23,Люблино,1443,0
1841,23,Люблино,1444,0
1842,23,Люблино,1445,0
1843,23,Люблино,1446,0
1844,23,Люблино,1447,0
1845,23,Люблино,3704,0
1846,23,Рязанский,1590,0
1847,23,Рязанский,1591,0
1848,23,Рязанский,1592,0
1849,23,Рязанский,1599,0
1850,23,Рязанский,1600,0
1851,23,Рязанский,1601,0
1852,23,Рязанский,1602,0
1853,23,Рязанский,1603,0
1854,24,Лефортово,1383,0
1855,24,Лефортово,1384,0
1856,24,Лефортово,1385,0
1857,24,Лефортово,1386,0
1858,24,Лефортово,1387,0
1859,24,Лефортово,1388,0
1860,24,Лефортово,1389,0
1861,24,Лефортово,1390,0
1862,24,Лефортово,1391,0
1863,24,Лефортово,1392,0
1864,24,Лефортово,1393,0
1865,24,Лефортово,1394,0
1866,24,Лефортово,1395,0
1867,24,Лефортово,1396,0
1868,24,Лефортово,1397,0
1869,24,Лефортово,1398,0
1870,24,Лефортово,1399,0
1871,24,Лефортово,1400,0
1872,24,Лефортово,1401,0
1873,24,Лефортово,1402,0
1874,24,Лефортово,1403,0
1875,24,Лефортово,1404,0
1876,24,Лефортово,1405,0
1877,24,Лефортово,1406,0
1878,24,Лефортово,1407,0
1879,24,Лефортово,3700,0
1880,24,Лефортово,3701,0
1881,24,Лефортово,3702,0
1882,24,Нижегородский,1536,0
1883,24,Нижегородский,1537,0
1884,24,Нижегородский,1538,1
1885,24,Нижегородский,1539,0
1886,24,Нижегородский,1540,0
1887,24,Нижегородский,1541,1
1888,24,Нижегородский,1542,1
1889,24,Нижегородский,1543,0
1890,24,Нижегородский,1544,0
1891,24,Нижегородский,1545,0
1892,24,Нижегородский,1546,0
1893,24,Нижегородский,1547,0
1894,24,Нижегородский,1548,0
1895,24,Текстильщики,1604,1
1896,24,Текстильщики,1605,0
1897,24,Текстильщики,1606,0
1898,24,Текстильщики,1607,0
1899,24,Текстильщики,1608,0
1900,24,Текстильщики,1609,0
1901,24,Текстильщики,1610,1
1902,24,Текстильщики,1611,0
1903,24,Текстильщики,1612,0
1904,24,Текстильщики,1613,0
1905,24,Текстильщики,1614,0
1906,24,Текстильщики,1615,0
1907,24,Текстильщики,1616,0
1908,24,Текстильщики,1617,0
1909,24,Текстильщики,1618,0
1910,24,Текстильщики,1619,0
1911,24,Текстильщики,1620,0
1912,24,Текстильщики,1621,0
1913,24,Текстильщики,1622,0
1914,24,Текстильщики,1623,0
1915,24,Текстильщики,1624,0
1916,24,Текстильщики,1625,0
1917,24,Текстильщики,1626,0
1918,24,Текстильщики,1627,0
1919,24,Текстильщики,1628,0
1920,24,Текстильщики,1629,0
1921,24,Текстильщики,1630,0
1922,24,Текстильщики,1631,1
1923,24,Текстильщики,3710,0
1924,24,Текстильщики,3711,0
1925,24,Текстильщики,3712,0
1926,24,Южнопортовый,1632,0
1927,24,Южнопортовый,1633,0
1928,24,Южнопортовый,1634,0
1929,24,Южнопортовый,1635,0
1930,24,Южнопортовый,1636,0
1931,24,Южнопортовый,1637,0
1932,24,Южнопортовый,1638,0
1933,24,Южнопортовый,1639,0
1934,24,Южнопортовый,1640,0
1935,24,Южнопортовый,1641,0
1936,24,Южнопортовый,1642,0
1937,24,Южнопортовый,1643,0
1938,24,Южнопортовый,1644,0
1939,24,Южнопортовый,1645,0
1940,24,Южнопортовый,1646,0
1941,24,Южнопортовый,1647,0
1942,24,Южнопортовый,1648,0
1943,24,Южнопортовый,1649,0
1944,24,Южнопортовый,1650,0
1945,24,Южнопортовый,1651,0
1946,24,Южнопортовый,1652,5
1947,24,Южнопортовый,1653,1
1948,24,Южнопортовый,1654,1
1949,24,Южнопортовый,3714,0
1950,25,Марьино,1460,0
1951,25,Марьино,1461,0
1952,25,Марьино,1462,0
1953,25,Марьино,1463,0
1954,25,Марьино,1464,0
1955,25,Марьино,1465,0
1956,25,Марьино,1466,0
1957,25,Марьино,1467,0
1958,25,Марьино,1468,0
1959,25,Марьино,1469,0
1960,25,Марьино,1470,0
1961,25,Марьино,1471,0
1962,25,Марьино,1472,0
1963,25,Марьино,1473,0
1964,25,Марьино,1474,0
1965,25,Марьино,1475,0
1966,25,Марьино,1476,0
1967,25,Марьино,1477,0
1968,25,Марьино,1478,0
1969,25,Марьино,1479,0
1970,25,Марьино,1480,0
1971,25,Марьино,1481,0
1972,25,Марьино,1482,0
1973,25,Марьино,1483,0
1974,25,Марьино,1484,0
1975,25,Марьино,1485,0
1976,25,Марьино,1486,0
1977,25,Марьино,1487,0
1978,25,Марьино,1496,2
1979,25,Марьино,1497,0
1980,25,Марьино,1498,0
1981,25,Марьино,1499,0
1982,25,Марьино,1500,0
1983,25,Марьино,1501,0
1984,25,Марьино,1502,0
1985,25,Марьино,1503,0
1986,25,Марьино,1504,0
1987,25,Марьино,1505,0
1988,25,Печатники,1549,1
1989,25,Печатники,1550,0
1990,25,Печатники,1551,0
1991,25,Печатники,1552,0
1992,25,Печатники,1553,0
1993,25,Печатники,1554,0
1994,25,Печатники,1555,0
1995,25,Печатники,1556,0
1996,25,Печатники,1557,0
1997,25,Печатники,1558,0
1998,25,Печатники,1559,0
1999,25,Печатники,1560,0
2000,25,Печатники,1561,0
2001,25,Печатники,1562,0
2002,25,Печатники,1563,0
2003,25,Печатники,1564,0
2004,25,Печатники,1565,0
2005,25,Печатники,1566,0
2006,25,Печатники,1567,0
2007,25,Печатники,1568,0
2008,25,Печатники,1569,0
2009,25,Печатники,1570,0
2010,25,Печатники,1571,1
2011,25,Печатники,1572,0
2012,25,Печатники,1573,0
2013,25,Печатники,3708,0
2014,25,Печатники,3709,0
2015,26,Братеево,1718,0
2016,26,Братеево,1719,0
2017,26,Братеево,1720,0
2018,26,Братеево,1721,0
2019,26,Братеево,1722,0
2020,26,Братеево,1723,0
2021,26,Братеево,1724,1
2022,26,Братеево,1725,0
2023,26,Братеево,1726,0
2024,26,Братеево,1727,0
2025,26,Братеево,1728,0
2026,26,Братеево,1729,0
2027,26,Братеево,1730,0
2028,26,Братеево,1731,0
2029,26,Братеево,1732,0
2030,26,Братеево,1733,0
2031,26,Братеево,1734,0
2032,26,Братеево,1735,0
2033,26,Братеево,1736,0
2034,26,Братеево,1737,0
2035,26,Братеево,1738,0
2036,26,Братеево,1739,0
2037,26,Братеево,1740,0
2038,26,Братеево,1741,0
2039,26,Братеево,1742,0
2040,26,Братеево,1743,0
2041,26,Зябликово,1788,0
2042,26,Зябликово,1789,0
2043,26,Зябликово,1790,0
2044,26,Зябликово,1791,0
2045,26,Зябликово,1792,0
2046,26,Зябликово,1793,0
2047,26,Зябликово,1794,0
2048,26,Зябликово,1795,0
2049,26,Зябликово,1796,0
2050,26,Зябликово,1797,0
2051,26,Зябликово,1798,0
2052,26,Зябликово,1799,0
2053,26,Зябликово,1800,0
2054,26,Зябликово,1801,0
2055,26,Зябликово,1802,0
2056,26,Зябликово,1803,0
2057,26,Зябликово,1804,0
2058,26,Зябликово,1805,0
2059,26,Зябликово,1806,0
2060,26,Зябликово,1807,0
2061,26,Зябликово,1808,0
2062,26,Зябликово,1809,0
2063,26,Зябликово,1810,0
2064,26,Зябликово,1811,0
2065,26,Зябликово,1812,0
2066,26,Зябликово,1813,0
2067,26,Зябликово,1814,0
2068,26,Зябликово,1815,0
2069,26,Зябликово,1816,0
2070,26,Зябликово,1817,0
2071,26,Зябликово,1818,0
2072,26,Зябликово,1819,0
2073,26,Зябликово,3722,0
2074,26,Орехово-Борисово Южное,1969,0
2075,26,Орехово-Борисово Южное,1970,0
2076,26,Орехово-Борисово Южное,1972,0
2077,26,Орехово-Борисово Южное,1973,0
2078,27,Орехово-Борисово Северное,1917,0
2079,27,Орехово-Борисово Северное,1918,0
2080,27,Орехово-Борисово Северное,1919,0
2081,27,Орехово-Борисово Северное,1920,0
2082,27,Орехово-Борисово Северное,1921,0
2083,27,Орехово-Борисово Северное,1922,0
2084,27,Орехово-Борисово Северное,1923,0
2085,27,Орехово-Борисово Северное,1924,0
2086,27,Орехово-Борисово Северное,1925,0
2087,27,Орехово-Борисово Северное,1926,0
2088,27,Орехово-Борисово Северное,1927,0
2089,27,Орехово-Борисово Северное,1928,0
2090,27,Орехово-Борисово Северное,1929,0
2091,27,Орехово-Борисово Северное,1930,0
2092,27,Орехово-Борисово Северное,1931,0
2093,27,Орехово-Борисово Северное,1932,0
2094,27,Орехово-Борисово Северное,1933,0
2095,27,Орехово-Борисово Северное,1934,0
2096,27,Орехово-Борисово Северное,1935,1
2097,27,Орехово-Борисово Северное,1936,0
2098,27,Орехово-Борисово Северное,1937,0
2099,27,Орехово-Борисово Северное,1938,0
2100,27,Орехово-Борисово Северное,1939,1
2101,27,Орехово-Борисово Северное,1940,0
2102,27,Орехово-Борисово Северное,1941,0
2103,27,Орехово-Борисово Северное,1942,0
2104,27,Орехово-Борисово Северное,1943,0
2105,27,Орехово-Борисово Северное,1944,0
2106,27,Орехово-Борисово Северное,1945,0
2107,27,Орехово-Борисово Северное,1946,0
2108,27,Орехово-Борисово Северное,1947,0
2109,27,Орехово-Борисово Северное,1948,0
2110,27,Орехово-Борисово Южное,1949,0
2111,27,Орехово-Борисово Южное,1950,0
2112,27,Орехово-Борисово Южное,1951,0
2113,27,Орехово-Борисово Южное,1952,0
2114,27,Орехово-Борисово Южное,1953,0
2115,27,Орехово-Борисово Южное,1954,0
2116,27,Орехово-Борисово Южное,1955,0
2117,27,Орехово-Борисово Южное,1956,0
2118,27,Орехово-Борисово Южное,1957,0
2119,27,Орехово-Борисово Южное,1958,0
2120,27,Орехово-Борисово Южное,1959,0
2121,27,Орехово-Борисово Южное,1960,0
2122,27,Орехово-Борисово Южное,1961,0
2123,27,Орехово-Борисово Южное,1962,0
2124,27,Орехово-Борисово Южное,1963,0
2125,27,Орехово-Борисово Южное,1964,0
2126,27,Орехово-Борисово Южное,1965,0
2127,27,Орехово-Борисово Южное,1966,0
2128,27,Орехово-Борисово Южное,1967,0
2129,27,Орехово-Борисово Южное,1968,0
2130,27,Орехово-Борисово Южное,1971,0
2131,27,Орехово-Борисово Южное,1974,0
2132,27,Орехово-Борисово Южное,1975,0
2133,27,Орехово-Борисово Южное,1976,0
2134,27,Орехово-Борисово Южное,1977,0
2135,27,Орехово-Борисово Южное,1978,0
2136,27,Орехово-Борисово Южное,1979,0
2137,27,Орехово-Борисово Южное,1980,0
2138,27,Орехово-Борисово Южное,1981,0
2139,27,Орехово-Борисово Южное,1982,0
2140,27,Орехово-Борисово Южное,1983,0
2141,27,Орехово-Борисово Южное,1984,0
2142,28,Москворечье-Сабурово,1820,0
2143,28,Москворечье-Сабурово,1821,0
2144,28,Москворечье-Сабурово,1822,0
2145,28,Москворечье-Сабурово,1823,0
2146,28,Москворечье-Сабурово,1824,0
2147,28,Москворечье-Сабурово,1825,0
2148,28,Москворечье-Сабурово,1826,0
2149,28,Москворечье-Сабурово,1827,0
2150,28,Москворечье-Сабурово,1828,0
2151,28,Москворечье-Сабурово,1829,0
2152,28,Москворечье-Сабурово,1830,0
2153,28,Москворечье-Сабурово,1831,0
2154,28,Москворечье-Сабурово,1832,0
2155,28,Москворечье-Сабурово,1833,0
2156,28,Москворечье-Сабурово,1834,0
2157,28,Москворечье-Сабурово,1835,0
2158,28,Москворечье-Сабурово,1836,0
2159,28,Москворечье-Сабурово,1837,0
2160,28,Москворечье-Сабурово,1838,0
2161,28,Москворечье-Сабурово,1839,0
2162,28,Москворечье-Сабурово,3723,0
2163,28,Москворечье-Сабурово,3724,0
2164,28,Москворечье-Сабурово,3725,0
2165,28,Москворечье-Сабурово,3726,0
2166,28,Москворечье-Сабурово,3727,0
2167,28,Нагатинский затон,1865,0
2168,28,Нагатинский затон,1868,0
2169,28,Нагатинский затон,1869,0
2170,28,Нагатинский затон,1870,0
2171,28,Нагатинский затон,1875,0
2172,28,Нагатинский затон,1876,0
2173,28,Нагатинский затон,1877,0
2174,28,Нагатинский затон,1878,0
2175,28,Нагатинский затон,1879,0
2176,28,Нагатинский затон,1880,0
2177,28,Нагатинский затон,1881,0
2178,28,Нагатинский затон,1882,0
2179,28,Нагатинский затон,1883,0
2180,28,Нагатинский затон,1884,0
2181,28,Нагатинский затон,1885,0
2182,28,Нагатинский затон,1886,0
2183,28,Нагатинский затон,1887,0
2184,28,Нагатинский затон,1888,0
2185,28,Нагатинский затон,1894,0
2186,28,Нагатинский затон,1895,0
2187,28,Нагатинский затон,3733,0
2188,28,Царицыно,1985,0
2189,28,Царицыно,1986,0
2190,28,Царицыно,1987,0
2191,28,Царицыно,1988,0
2192,28,Царицыно,1989,0
2193,28,Царицыно,1990,0
2194,28,Царицыно,1991,0
2195,28,Царицыно,1992,0
2196,28,Царицыно,1993,0
2197,28,Царицыно,1994,0
2198,28,Царицыно,1995,0
2199,28,Царицыно,1996,0
2200,28,Царицыно,1997,0
2201,28,Царицыно,1998,0
2202,28,Царицыно,1999,0
2203,28,Царицыно,2000,0
2204,28,Царицыно,2001,0
2205,28,Царицыно,2007,0
2206,28,Царицыно,2008,0
2207,28,Царицыно,2009,0
2208,28,Царицыно,2010,0
2209,28,Царицыно,2011,0
2210,28,Царицыно,2012,0
2211,28,Царицыно,2013,0
2212,28,Царицыно,2014,0
2213,28,Царицыно,2015,0
2214,28,Царицыно,2016,0
2215,28,Царицыно,2017,0
2216,28,Царицыно,3734,0
2217,28,Царицыно,3735,0
2218,29,Бирюлево Восточное,1655,0
2219,29,Бирюлево Восточное,1656,0
2220,29,Бирюлево Восточное,1657,0
2221,29,Бирюлево Восточное,1658,0
2222,29,Бирюлево Восточное,1659,0
2223,29,Бирюлево Восточное,1660,0
2224,29,Бирюлево Восточное,1661,0
2225,29,Бирюлево Восточное,1662,0
2226,29,Бирюлево Восточное,1663,0
2227,29,Бирюлево Восточное,1664,0
2228,29,Бирюлево Восточное,1665,0
2229,29,Бирюлево Восточное,1666,0
2230,29,Бирюлево Восточное,1667,0
2231,29,Бирюлево Восточное,1668,0
2232,29,Бирюлево Восточное,1669,0
2233,29,Бирюлево Восточное,1670,0
2234,29,Бирюлево Восточное,1671,0
2235,29,Бирюлево Восточное,1672,0
2236,29,Бирюлево Восточное,1673,0
2237,29,Бирюлево Восточное,1674,0
2238,29,Бирюлево Восточное,1675,0
2239,29,Бирюлево Восточное,1676,0
2240,29,Бирюлево Восточное,1677,0
2241,29,Бирюлево Восточное,1678,0
2242,29,Бирюлево Восточное,1679,0
2243,29,Бирюлево Восточное,1680,0
2244,29,Бирюлево Восточное,1681,0
2245,29,Бирюлево Восточное,1682,0
2246,29,Бирюлево Восточное,1683,0
2247,29,Бирюлево Восточное,1684,0
2248,29,Бирюлево Восточное,1685,0
2249,29,Бирюлево Восточное,1686,0
2250,29,Бирюлево Восточное,1687,0
2251,29,Бирюлево Восточное,1688,0
2252,29,Бирюлево Восточное,1689,0
2253,29,Бирюлево Восточное,1690,0
2254,29,Бирюлево Восточное,1691,0
2255,29,Бирюлево Восточное,1692,0
2256,29,Бирюлево Восточное,1693,0
2257,29,Бирюлево Восточное,1694,0
2258,29,Бирюлево Восточное,1695,0
2259,29,Бирюлево Восточное,3421,0
2260,29,Бирюлево Западное,1696,0
2261,29,Бирюлево Западное,1697,0
2262,29,Бирюлево Западное,1698,0
2263,29,Бирюлево Западное,1699,0
2264,29,Бирюлево Западное,1700,0
2265,29,Бирюлево Западное,1701,0
2266,29,Бирюлево Западное,1702,0
2267,29,Бирюлево Западное,1703,0
2268,29,Бирюлево Западное,1704,0
2269,29,Бирюлево Западное,1705,0
2270,29,Бирюлево Западное,1706,0
2271,29,Бирюлево Западное,1707,0
2272,29,Бирюлево Западное,1708,0
2273,29,Бирюлево Западное,1709,0
2274,29,Бирюлево Западное,1710,0
2275,29,Бирюлево Западное,1711,0
2276,29,Бирюлево Западное,1712,1
2277,29,Бирюлево Западное,1713,0
2278,29,Бирюлево Западное,1714,0
2279,29,Бирюлево Западное,1715,0
2280,29,Бирюлево Западное,1716,0
2281,29,Бирюлево Западное,1717,0
2282,29,Царицыно,2002,0
2283,29,Царицыно,2003,0
2284,29,Царицыно,2004,0
2285,29,Царицыно,2005,0
2286,29,Царицыно,2006,0
2287,30,Чертаново Центральное,2047,0
2288,30,Чертаново Центральное,2048,0
2289,30,Чертаново Центральное,2049,0
2290,30,Чертаново Центральное,2050,0
2291,30,Чертаново Центральное,2051,1
2292,30,Чертаново Центральное,2052,0
2293,30,Чертаново Центральное,2053,0
2294,30,Чертаново Центральное,2054,0
2295,30,Чертаново Центральное,2055,0
2296,30,Чертаново Центральное,2056,0
2297,30,Чертаново Центральное,2057,1
2298,30,Чертаново Центральное,2058,1
2299,30,Чертаново Центральное,2059,0
2300,30,Чертаново Центральное,2060,0
2301,30,Чертаново Центральное,2061,0
2302,30,Чертаново Центральное,2062,0
2303,30,Чертаново Центральное,2063,0
2304,30,Чертаново Центральное,2064,0
2305,30,Чертаново Центральное,2065,0
2306,30,Чертаново Центральное,2066,0
2307,30,Чертаново Центральное,2067,0
2308,30,Чертаново Центральное,2068,0
2309,30,Чертаново Центральное,2069,1
2310,30,Чертаново Центральное,2070,0
2311,30,Чертаново Центральное,2071,0
2312,30,Чертаново Центральное,2072,0
2313,30,Чертаново Центральное,2073,0
2314,30,Чертаново Центральное,2074,0
2315,30,Чертаново Центральное,2075,0
2316,30,Чертаново Центральное,2076,0
2317,30,Чертаново Центральное,2077,0
2318,30,Чертаново Южное,2078,1
2319,30,Чертаново Южное,2079,0
2320,30,Чертаново Южное,2080,0
2321,30,Чертаново Южное,2081,1
2322,30,Чертаново Южное,2082,0
2323,30,Чертаново Южное,2083,0
2324,30,Чертаново Южное,2084,0
2325,30,Чертаново Южное,2085,0
2326,30,Чертаново Южное,2086,0
2327,30,Чертаново Южное,2087,0
2328,30,Чертаново Южное,2088,0
2329,30,Чертаново Южное,2089,0
2330,30,Чертаново Южное,2090,0
2331,30,Чертаново Южное,2091,0
2332,30,Чертаново Южное,2092,0
2333,30,Чертаново Южное,2093,0
2334,30,Чертаново Южное,2094,0
2335,30,Чертаново Южное,2095,1
2336,30,Чертаново Южное,2096,0
2337,30,Чертаново Южное,2097,0
2338,30,Чертаново Южное,2098,0
2339,30,Чертаново Южное,2099,0
2340,30,Чертаново Южное,2100,1
2341,30,Чертаново Южное,2101,0
2342,30,Чертаново Южное,2102,0
2343,30,Чертаново Южное,2103,0
2344,30,Чертаново Южное,2104,0
2345,30,Чертаново Южное,2105,0
2346,30,Чертаново Южное,2106,0
2347,30,Чертаново Южное,2107,0
2348,30,Чертаново Южное,2108,0
2349,30,Чертаново Южное,2109,0
2350,30,Чертаново Южное,2110,1
2351,30,Чертаново Южное,2111,1
2352,30,Чертаново Южное,2112,0
2353,30,Чертаново Южное,2113,0
2354,30,Чертаново Южное,2114,1
2355,30,Чертаново Южное,2115,2
2356,30,Чертаново Южное,2116,0
2357,30,Чертаново Южное,2117,0
2358,30,Чертаново Южное,3736,0
2359,30,Чертаново Южное,5003,0
2360,31,Зюзино,2184,0
2361,31,Зюзино,2185,0
2362,31,Зюзино,2186,0
2363,31,Зюзино,2187,0
2364,31,Зюзино,2188,0
2365,31,Зюзино,2189,0
2366,31,Зюзино,2190,0
2367,31,Зюзино,2191,0
2368,31,Зюзино,2192,0
2369,31,Зюзино,2193,0
2370,31,Зюзино,2197,0
2371,31,Зюзино,2198,0
2372,31,Зюзино,2199,0
2373,31,Зюзино,2200,0
2374,31,Зюзино,2201,0
2375,31,Зюзино,2202,0
2376,31,Зюзино,2203,0
2377,31,Зюзино,3740,0
2378,31,Нагорный,1896,0
2379,31,Нагорный,1897,0
2380,31,Нагорный,1898,0
2381,31,Нагорный,1899,0
2382,31,Нагорный,1900,0
2383,31,Нагорный,1901,0
2384,31,Нагорный,1902,0
2385,31,Нагорный,1903,0
2386,31,Нагорный,1904,0
2387,31,Нагорный,1905,0
2388,31,Нагорный,1906,0
2389,31,Нагорный,1907,0
2390,31,Нагорный,1908,0
2391,31,Нагорный,1909,0
2392,31,Нагорный,1910,0
2393,31,Нагорный,1911,0
2394,31,Нагорный,1912,0
2395,31,Нагорный,1913,0
2396,31,Нагорный,1914,0
2397,31,Нагорный,1915,0
2398,31,Нагорный,1916,0
2399,31,Чертаново Северное,2018,0
2400,31,Чертаново Северное,2019,1
2401,31,Чертаново Северное,2020,0
2402,31,Чертаново Северное,2021,0
2403,31,Чертаново Северное,2022,0
2404,31,Чертаново Северное,2023,0
2405,31,Чертаново Северное,2024,0
2406,31,Чертаново Северное,2025,0
2407,31,Чертаново Северное,2026,0
2408,31,Чертаново Северное,2027,0
2409,31,Чертаново Северное,2028,0
2410,31,Чертаново Северное,2029,0
2411,31,Чертаново Северное,2030,0
2412,31,Чертаново Северное,2031,0
2413,31,Чертаново Северное,2032,0
2414,31,Чертаново Северное,2033,0
2415,31,Чертаново Северное,2034,0
2416,31,Чертаново Северное,2035,0
2417,31,Чертаново Северное,2036,0
2418,31,Чертаново Северное,2037,0
2419,31,Чертаново Северное,2038,0
2420,31,Чертаново Северное,2039,0
2421,31,Чертаново Северное,2040,0
2422,31,Чертаново Северное,2041,0
2423,31,Чертаново Северное,2042,0
2424,31,Чертаново Северное,2043,0
2425,31,Чертаново Северное,2044,0
2426,31,Чертаново Северное,2045,0
2427,31,Чертаново Северное,2046,0
2428,32,Даниловский,1744,0
2429,32,Даниловский,1745,1
2430,32,Даниловский,1746,0
2431,32,Даниловский,1747,1
2432,32,Даниловский,1748,0
2433,32,Даниловский,1749,0
2434,32,Даниловский,1750,0
2435,32,Даниловский,1751,0
2436,32,Даниловский,1752,0
2437,32,Даниловский,1753,1
2438,32,Даниловский,1754,0
2439,32,Даниловский,1755,0
2440,32,Даниловский,1756,0
2441,32,Даниловский,1757,0
2442,32,Даниловский,1758,0
2443,32,Даниловский,1759,0
2444,32,Даниловский,1760,0
2445,32,Даниловский,1761,0
2446,32,Даниловский,1762,0
2447,32,Даниловский,1763,0
2448,32,Даниловский,1764,0
2449,32,Даниловский,1765,0
2450,32,Даниловский,1766,0
2451,32,Даниловский,1767,0
2452,32,Даниловский,1768,0
2453,32,Даниловский,1769,0
2454,32,Даниловский,1770,0
2455,32,Даниловский,3716,0
2456,32,Даниловский,3796,0
2457,32,Донской,1771,1
2458,32,Донской,1772,0
2459,32,Донской,1773,0
2460,32,Донской,1774,0
2461,32,Донской,1775,0
2462,32,Донской,1776,0
2463,32,Донской,1777,0
2464,32,Донской,1778,0
2465,32,Донской,1779,0
2466,32,Донской,1780,0
2467,32,Донской,1781,0
2468,32,Донской,1782,0
2469,32,Донской,1783,0
2470,32,Донской,1784,0
2471,32,Донской,1785,0
2472,32,Донской,1786,0
2473,32,Донской,1787,0
2474,32,Донской,3718,0
2475,32,Донской,3719,0
2476,32,Донской,3720,0
2477,32,Донской,3721,0
2478,32,Нагатино-Садовники,1840,0
2479,32,Нагатино-Садовники,1841,0
2480,32,Нагатино-Садовники,1842,0
2481,32,Нагатино-Садовники,1843,0
2482,32,Нагатино-Садовники,1844,0
2483,32,Нагатино-Садовники,1845,0
2484,32,Нагатино-Садовники,1846,0
2485,32,Нагатино-Садовники,1847,0
2486,32,Нагатино-Садовники,1848,2
2487,32,Нагатино-Садовники,1849,0
2488,32,Нагатино-Садовники,1850,0
2489,32,Нагатино-Садовники,1851,0
2490,32,Нагатино-Садовники,1852,0
2491,32,Нагатино-Садовники,1853,0
2492,32,Нагатино-Садовники,1854,0
2493,32,Нагатино-Садовники,1855,0
2494,32,Нагатино-Садовники,1856,0
2495,32,Нагатино-Садовники,1857,0
2496,32,Нагатино-Садовники,1858,0
2497,32,Нагатино-Садовники,1859,0
2498,32,Нагатино-Садовники,1860,0
2499,32,Нагатино-Садовники,1861,0
2500,32,Нагатино-Садовники,1862,1
2501,32,Нагатино-Садовники,3728,0
2502,32,Нагатино-Садовники,3729,0
2503,32,Нагатино-Садовники,3730,0
2504,32,Нагатино-Садовники,3731,0
2505,32,Нагатинский затон,1863,0
2506,32,Нагатинский затон,1864,0
2507,32,Нагатинский затон,1866,0
2508,32,Нагатинский затон,1867,0
2509,32,Нагатинский затон,1871,0
2510,32,Нагатинский затон,1872,0
2511,32,Нагатинский затон,1873,0
2512,32,Нагатинский затон,1874,0
2513,32,Нагатинский затон,1889,0
2514,32,Нагатинский затон,1890,0
2515,32,Нагатинский затон,1891,0
2516,32,Нагатинский затон,1892,0
2517,32,Нагатинский затон,1893,0
2518,33,Северное Бутово,2318,0
2519,33,Северное Бутово,2319,0
2520,33,Северное Бутово,2320,0
2521,33,Северное Бутово,2321,0
2522,33,Северное Бутово,2322,0
2523,33,Северное Бутово,2323,0
2524,33,Северное Бутово,2324,0
2525,33,Северное Бутово,2325,0
2526,33,Северное Бутово,2326,0
2527,33,Северное Бутово,2327,0
2528,33,Северное Бутово,2333,1
2529,33,Северное Бутово,2334,1
2530,33,Северное Бутово,2335,0
2531,33,Северное Бутово,2336,0
2532,33,Северное Бутово,2337,0
2533,33,Северное Бутово,2338,0
2534,33,Северное Бутово,2339,0
2535,33,Северное Бутово,2340,0
2536,33,Северное Бутово,2341,1
2537,33,Южное Бутово,2416,0
2538,33,Южное Бутово,2417,0
2539,33,Южное Бутово,2418,0
2540,33,Южное Бутово,2419,0
2541,33,Южное Бутово,2420,0
2542,33,Южное Бутово,2421,0
2543,33,Южное Бутово,2422,0
2544,33,Южное Бутово,2423,0
2545,33,Южное Бутово,2424,0
2546,33,Южное Бутово,2425,0
2547,33,Южное Бутово,2426,0
2548,33,Южное Бутово,2427,0
2549,33,Южное Бутово,2428,0
2550,33,Южное Бутово,2429,0
2551,33,Южное Бутово,2430,0
2552,33,Южное Бутово,2431,0
2553,33,Южное Бутово,2432,0
2554,33,Южное Бутово,2433,0
2555,33,Южное Бутово,2434,0
2556,33,Южное Бутово,2435,0
2557,33,Южное Бутово,2436,0
2558,33,Южное Бутово,2437,0
2559,33,Южное Бутово,2438,0
2560,33,Южное Бутово,2439,0
2561,33,Южное Бутово,2440,0
2562,33,Южное Бутово,2441,0
2563,33,Южное Бутово,2442,0
2564,33,Южное Бутово,2443,0
2565,33,Южное Бутово,2444,0
2566,33,Южное Бутово,2445,0
2567,33,Южное Бутово,2446,0
2568,33,Южное Бутово,2447,0
2569,33,Южное Бутово,2448,0
2570,33,Южное Бутово,2449,0
2571,33,Южное Бутово,2450,0
2572,33,Южное Бутово,2451,0
2573,33,Южное Бутово,2452,0
2574,33,Южное Бутово,2453,1
2575,33,Южное Бутово,2454,0
2576,33,Южное Бутово,2455,0
2577,33,Южное Бутово,2456,0
2578,33,Южное Бутово,2457,0
2579,33,Южное Бутово,2458,0
2580,33,Южное Бутово,2459,0
2581,33,Южное Бутово,2460,0
2582,33,Южное Бутово,2461,0
2583,33,Южное Бутово,2462,0
2584,33,Южное Бутово,2463,0
2585,33,Южное Бутово,2464,0
2586,33,Южное Бутово,2465,0
2587,33,Южное Бутово,2466,0
