id,mandate,district,uik,violations
2588,33,Южное Бутово,2467,0
2589,33,Южное Бутово,2468,0
2590,33,Южное Бутово,2469,0
2591,33,Южное Бутово,2470,0
2592,33,Южное Бутово,2471,0
2593,33,Южное Бутово,2472,1
2594,33,Южное Бутово,2473,0
2595,33,Южное Бутово,3422,0
2596,34,Зюзино,2172,0
2597,34,Зюзино,2173,0
2598,34,Зюзино,2174,0
2599,34,Зюзино,2175,0
2600,34,Зюзино,2176,0
2601,34,Зюзино,2177,0
2602,34,Зюзино,2178,0
2603,34,Зюзино,2179,0
2604,34,Зюзино,2180,0
2605,34,Зюзино,2181,0
2606,34,Зюзино,2182,0
2607,34,Зюзино,2183,0
2608,34,Зюзино,2194,0
2609,34,Зюзино,2195,0
2610,34,Зюзино,2196,0
2611,34,Северное Бутово,2315,0
2612,34,Северное Бутово,2316,0
2613,34,Северное Бутово,2317,1
2614,34,Северное Бутово,2328,0
2615,34,Северное Бутово,2329,0
2616,34,Северное Бутово,2330,0
2617,34,Северное Бутово,2331,1
2618,34,Северное Бутово,2332,0
2619,34,Ясенево,2474,0
2620,34,Ясенево,2475,0
2621,34,Ясенево,2476,0
2622,34,Ясенево,2477,0
2623,34,Ясенево,2478,0
2624,34,Ясенево,2479,0
2625,34,Ясенево,2480,0
2626,34,Ясенево,2481,0
2627,34,Ясенево,2482,0
2628,34,Ясенево,2483,0
2629,34,Ясенево,2484,0
2630,34,Ясенево,2485,0
2631,34,Ясенево,2486,0
2632,34,Ясенево,2487,0
2633,34,Ясенево,2488,0
2634,34,Ясенево,2489,0
2635,34,Ясенево,2490,1
2636,34,Ясенево,2491,0
2637,34,Ясенево,2492,0
2638,34,Ясенево,2493,0
2639,34,Ясенево,2494,0
2640,34,Ясенево,2495,0
2641,34,Ясенево,2496,0
2642,34,Ясенево,2497,0
2643,34,Ясенево,2498,0
2644,34,Ясенево,2499,0
2645,34,Ясенево,2500,0
2646,34,Ясенево,2501,0
2647,34,Ясенево,2502,0
2648,34,Ясенево,2503,0
2649,34,Ясенево,2504,0
2650,34,Ясенево,2505,0
2651,34,Ясенево,2506,0
2652,34,Ясенево,2507,0
2653,34,Ясенево,2508,0
2654,34,Ясенево,2509,0
2655,34,Ясенево,2510,0
2656,34,Ясенево,2511,0
2657,34,Ясенево,2512,0
2658,34,Ясенево,2513,0
2659,34,Ясенево,2514,0
2660,34,Ясенево,2515,0
2661,34,Ясенево,2516,0
2662,34,Ясенево,2517,0
2663,34,Ясенево,2518,0
2664,34,Ясенево,2519,0
2665,34,Ясенево,2520,0
2666,34,Ясенево,2521,0
2667,34,Ясенево,2522,0
2668,34,Ясенево,2523,0
2669,34,Ясенево,2524,0
2670,34,Ясенево,2525,0
2671,34,Ясенево,2526,0
2672,34,Ясенево,2527,0
2673,34,Ясенево,2528,0
2674,34,Ясенево,2529,0
2675,34,Ясенево,2530,0
2676,34,Ясенево,2531,0
2677,34,Ясенево,2532,0
2678,34,Ясенево,2533,0
2679,34,Ясенево,2534,0
2680,34,Ясенево,2535,0
2681,34,Ясенево,2536,0
2682,34,Ясенево,2537,0
2683,34,Ясенево,2538,0
2684,34,Ясенево,2539,0
2685,34,Ясенево,2540,0
2686,34,Ясенево,3749,0
2687,34,Ясенево,3750,0
2688,35,Коньково,2204,2
2689,35,Коньково,2205,0
2690,35,Коньково,2206,1
2691,35,Коньково,2207,0
2692,35,Коньково,2208,0
2693,35,Коньково,2209,0
2694,35,Коньково,2210,0
2695,35,Коньково,2211,0
2696,35,Коньково,2212,0
2697,35,Коньково,2213,0
2698,35,Коньково,2214,0
2699,35,Коньково,2215,0
2700,35,Коньково,2216,0
2701,35,Коньково,2217,0
2702,35,Коньково,2218,0
2703,35,Коньково,2219,0
2704,35,Коньково,2220,0
2705,35,Коньково,2221,0
2706,35,Коньково,2222,1
2707,35,Коньково,2223,0
2708,35,Коньково,2224,0
2709,35,Коньково,2225,0
2710,35,Коньково,2226,0
2711,35,Коньково,2227,0
2712,35,Коньково,2228,0
2713,35,Коньково,2229,0
2714,35,Коньково,2230,0
2715,35,Коньково,2231,0
2716,35,Коньково,2232,0
2717,35,Коньково,2233,0
2718,35,Коньково,2234,0
2719,35,Коньково,2235,0
2720,35,Коньково,2236,0
2721,35,Коньково,2237,0
2722,35,Коньково,2238,0
2723,35,Коньково,2239,0
2724,35,Коньково,2240,0
2725,35,Коньково,2241,0
2726,35,Коньково,2242,0
2727,35,Коньково,2243,0
2728,35,Коньково,2244,0
2729,35,Коньково,2245,0
2730,35,Коньково,2246,0
2731,35,Коньково,2247,0
2732,35,Коньково,3742,0
2733,35,Теплый Стан,2342,0
2734,35,Теплый Стан,2343,0
2735,35,Теплый Стан,2344,1
2736,35,Теплый Стан,2345,0
2737,35,Теплый Стан,2346,0
2738,35,Теплый Стан,2347,0
2739,35,Теплый Стан,2348,0
2740,35,Теплый Стан,2349,0
2741,35,Теплый Стан,2350,0
2742,35,Теплый Стан,2351,0
2743,35,Теплый Стан,2352,0
2744,35,Теплый Стан,2353,0
2745,35,Теплый Стан,2354,0
2746,35,Теплый Стан,2355,0
2747,35,Теплый Стан,2356,0
2748,35,Теплый Стан,2357,0
2749,35,Теплый Стан,2358,0
2750,35,Теплый Стан,2359,0
2751,35,Теплый Стан,2360,0
2752,35,Теплый Стан,2361,0
2753,35,Теплый Стан,2362,0
2754,35,Теплый Стан,2363,0
2755,35,Теплый Стан,2364,0
2756,35,Теплый Стан,2365,0
2757,35,Теплый Стан,2366,0
2758,35,Теплый Стан,2367,0
2759,35,Теплый Стан,2368,2
2760,35,Теплый Стан,2369,0
2761,35,Теплый Стан,2370,0
2762,35,Теплый Стан,2371,0
2763,35,Теплый Стан,2372,0
2764,35,Теплый Стан,2373,0
2765,35,Теплый Стан,2374,0
2766,35,Теплый Стан,2375,1
2767,35,Теплый Стан,2376,0
2768,35,Теплый Стан,2377,0
2769,35,Теплый Стан,2378,0
2770,35,Теплый Стан,2379,0
2771,35,Теплый Стан,2380,1
2772,35,Теплый Стан,2381,0
2773,35,Теплый Стан,2382,0
2774,35,Теплый Стан,2383,0
2775,35,Теплый Стан,2384,0
2776,35,Теплый Стан,2385,0
2777,36,Котловка,2248,0
2778,36,Котловка,2249,0
2779,36,Котловка,2250,0
2780,36,Котловка,2251,0
2781,36,Котловка,2252,1
2782,36,Котловка,2253,0
2783,36,Котловка,2254,0
2784,36,Котловка,2255,0
2785,36,Котловка,2256,0
2786,36,Котловка,2257,2
2787,36,Котловка,2258,2
2788,36,Котловка,2259,0
2789,36,Котловка,2260,0
2790,36,Котловка,2261,0
2791,36,Котловка,2262,0
2792,36,Котловка,2263,0
2793,36,Котловка,2264,0
2794,36,Котловка,2265,0
2795,36,Обручевский,2292,0
2796,36,Обручевский,2293,0
2797,36,Обручевский,2294,0
2798,36,Обручевский,2295,0
2799,36,Обручевский,2296,0
2800,36,Обручевский,2297,0
2801,36,Обручевский,2298,0
2802,36,Обручевский,2299,1
2803,36,Обручевский,2300,0
2804,36,Обручевский,2301,0
2805,36,Обручевский,2302,1
2806,36,Обручевский,2303,0
2807,36,Обручевский,2304,0
2808,36,Обручевский,2305,0
2809,36,Обручевский,2306,0
2810,36,Обручевский,2307,0
2811,36,Обручевский,2308,0
2812,36,Обручевский,2309,0
2813,36,Обручевский,2310,0
2814,36,Обручевский,2311,0
2815,36,Обручевский,2312,0
2816,36,Обручевский,2313,0
2817,36,Обручевский,2314,0
2818,36,Обручевский,3743,0
2819,36,Обручевский,3744,0
2820,36,Обручевский,3745,0
2821,36,Обручевский,3746,0
2822,36,Обручевский,3747,0
2823,36,Черемушки,2386,0
2824,36,Черемушки,2387,0
2825,36,Черемушки,2388,3
2826,36,Черемушки,2389,0
2827,36,Черемушки,2390,0
2828,36,Черемушки,2391,0
2829,36,Черемушки,2392,0
2830,36,Черемушки,2393,0
2831,36,Черемушки,2394,0
2832,36,Черемушки,2395,0
2833,36,Черемушки,2396,0
2834,36,Черемушки,2397,0
2835,36,Черемушки,2398,0
2836,36,Черемушки,2399,0
2837,36,Черемушки,2400,0
2838,36,Черемушки,2401,0
2839,36,Черемушки,2402,0
2840,36,Черемушки,2403,0
2841,36,Черемушки,2404,0
2842,36,Черемушки,2405,0
2843,36,Черемушки,2406,1
2844,36,Черемушки,2407,0
2845,36,Черемушки,2408,0
2846,36,Черемушки,2409,0
2847,36,Черемушки,2410,1
2848,36,Черемушки,2411,0
2849,36,Черемушки,2412,1
2850,36,Черемушки,2413,0
2851,36,Черемушки,2414,0
2852,36,Черемушки,2415,0
2853,36,Черемушки,3748,0
2854,37,Проспект Вернадского,2742,0
2855,37,Проспект Вернадского,2743,0
2856,37,Проспект Вернадского,2744,0
2857,37,Проспект Вернадского,2745,0
2858,37,Проспект Вернадского,2746,0
2859,37,Проспект Вернадского,2747,0
2860,37,Проспект Вернадского,2748,0
2861,37,Проспект Вернадского,2749,0
2862,37,Проспект Вернадского,2750,0
2863,37,Проспект Вернадского,3762,0
2864,37,Академический,2118,0
2865,37,Академический,2119,0
2866,37,Академический,2120,0
2867,37,Академический,2121,0
2868,37,Академический,2122,0
2869,37,Академический,2123,0
2870,37,Академический,2124,0
2871,37,Академический,2125,0
2872,37,Академический,2126,0
2873,37,Академический,2127,0
2874,37,Академический,2128,0
2875,37,Академический,2129,0
2876,37,Академический,2130,0
2877,37,Академический,2131,0
2878,37,Академический,2132,0
2879,37,Академический,2133,1
2880,37,Академический,2134,0
2881,37,Академический,2135,0
2882,37,Академический,2136,0
2883,37,Академический,2137,0
2884,37,Академический,2138,0
2885,37,Академический,2139,0
2886,37,Академический,2140,0
2887,37,Академический,2141,0
2888,37,Академический,2142,0
2889,37,Академический,2143,0
2890,37,Академический,2144,0
2891,37,Академический,2145,1
2892,37,Академический,2146,0
2893,37,Академический,2147,0
2894,37,Академический,3737,0
2895,37,Академический,3738,0
2896,37,Гагаринский,2148,0
2897,37,Гагаринский,2149,0
2898,37,Гагаринский,2150,0
2899,37,Гагаринский,2151,0
2900,37,Гагаринский,2152,0
2901,37,Гагаринский,2153,0
2902,37,Гагаринский,2154,0
2903,37,Гагаринский,2155,0
2904,37,Гагаринский,2156,0
2905,37,Гагаринский,2157,0
2906,37,Гагаринский,2158,1
2907,37,Гагаринский,2159,0
2908,37,Гагаринский,2160,0
2909,37,Гагаринский,2161,0
2910,37,Гагаринский,2162,0
2911,37,Гагаринский,2163,0
2912,37,Гагаринский,2164,0
2913,37,Гагаринский,2165,0
2914,37,Гагаринский,2166,0
2915,37,Гагаринский,2167,0
2916,37,Гагаринский,2168,0
2917,37,Гагаринский,2169,0
2918,37,Гагаринский,2170,0
2919,37,Гагаринский,2171,0
2920,37,Гагаринский,3739,0
2921,37,Ломоносовский,2266,0
2922,37,Ломоносовский,2267,0
2923,37,Ломоносовский,2268,0
2924,37,Ломоносовский,2269,0
2925,37,Ломоносовский,2270,0
2926,37,Ломоносовский,2271,0
2927,37,Ломоносовский,2272,0
2928,37,Ломоносовский,2273,0
2929,37,Ломоносовский,2274,0
2930,37,Ломоносовский,2275,0
2931,37,Ломоносовский,2276,0
2932,37,Ломоносовский,2277,0
2933,37,Ломоносовский,2278,0
2934,37,Ломоносовский,2279,0
2935,37,Ломоносовский,2280,0
2936,37,Ломоносовский,2281,0
2937,37,Ломоносовский,2282,0
2938,37,Ломоносовский,2283,0
2939,37,Ломоносовский,2284,0
2940,37,Ломоносовский,2285,0
2941,37,Ломоносовский,2286,0
2942,37,Ломоносовский,2287,0
2943,37,Ломоносовский,2288,0
2944,37,Ломоносовский,2289,0
2945,37,Ломоносовский,2290,0
2946,37,Ломоносовский,2291,0
2947,38,Проспект Вернадского,2734,0
2948,38,Проспект Вернадского,2735,0
2949,38,Проспект Вернадского,2736,0
2950,38,Проспект Вернадского,2737,0
2951,38,Проспект Вернадского,2738,0
2952,38,Проспект Вернадского,2739,0
2953,38,Проспект Вернадского,2740,0
2954,38,Проспект Вернадского,2741,0
2955,38,Проспект Вернадского,2751,0
2956,38,Проспект Вернадского,2752,0
2957,38,Тропарево-Никулино,2832,0
2958,38,Тропарево-Никулино,2833,0
2959,38,Тропарево-Никулино,2834,0
2960,38,Тропарево-Никулино,2835,0
2961,38,Тропарево-Никулино,2836,0
2962,38,Тропарево-Никулино,2837,0
2963,38,Тропарево-Никулино,2838,1
2964,38,Тропарево-Никулино,2839,0
2965,38,Тропарево-Никулино,2840,0
2966,38,Тропарево-Никулино,2841,0
2967,38,Тропарево-Никулино,2842,0
2968,38,Тропарево-Никулино,2843,0
2969,38,Тропарево-Никулино,2844,0
2970,38,Тропарево-Никулино,2845,0
2971,38,Тропарево-Никулино,2846,0
2972,38,Тропарево-Никулино,2847,0
2973,38,Новомосковская,3306,0
2974,38,Новомосковская,3307,0
2975,38,Новомосковская,3308,0
2976,38,Новомосковская,3309,0
2977,38,Новомосковская,3310,0
2978,38,Новомосковская,3311,0
2979,38,Новомосковская,3321,0
2980,38,Новомосковская,3322,0
2981,38,Новомосковская,3323,0
2982,38,Новомосковская,3324,0
2983,38,Новомосковская,3325,0
2984,38,Новомосковская,3326,0
2985,38,Новомосковская,3327,1
2986,38,Новомосковская,3328,0
2987,38,Новомосковская,3329,0
2988,38,Новомосковская,3330,0
2989,38,Новомосковская,3352,0
2990,38,Новомосковская,3353,0
2991,38,Новомосковская,3354,0
2992,38,Новомосковская,3355,0
2993,38,Новомосковская,3415,0
2994,38,Новомосковская,3427,0
2995,38,Новомосковская,3428,0
2996,38,Новомосковская,3429,0
2997,38,Новомосковская,3443,0
2998,38,Новомосковская,3444,0
2999,38,Новомосковская,3445,0
3000,38,Новомосковская,3458,0
3001,38,Троицкий административный округ,3370,0
3002,38,Троицкий административный округ,3371,0
3003,38,Троицкий административный округ,3372,0
3004,38,Троицкий административный округ,3373,0
3005,38,Троицкий административный округ,3374,0
3006,38,Троицкий административный округ,3375,0
3007,38,Троицкий административный округ,3376,0
3008,38,Троицкий административный округ,3390,0
3009,38,Троицкий административный округ,3408,0
3010,38,Троицкий административный округ,3409,0
3011,38,Троицкий административный округ,3410,0
3012,38,Троицкий административный округ,3411,0
3013,38,Сосенская,3303,0
3014,38,Сосенская,3304,0
3015,38,Сосенская,3305,0
3016,38,Сосенская,3331,0
3017,38,Сосенская,3332,0
3018,38,Сосенская,3333,0
3019,38,Сосенская,3334,0
3020,38,Сосенская,3335,0
3021,38,Сосенская,3336,0
3022,38,Сосенская,3337,0
3023,38,Сосенская,3338,0
3024,38,Сосенская,3339,0
3025,38,Сосенская,3340,0
3026,38,Сосенская,3341,0
3027,38,Сосенская,3342,0
3028,38,Сосенская,3343,0
3029,38,Сосенская,3344,0
3030,38,Сосенская,3345,0
3031,38,Сосенская,3346,0
3032,38,Сосенская,3347,0
3033,38,Сосенская,3348,0
3034,38,Сосенская,3349,0
3035,38,Сосенская,3350,0
3036,38,Сосенская,3351,0
3037,38,Сосенская,3356,0
3038,38,Сосенская,3357,0
3039,38,Сосенская,3358,0
3040,38,Сосенская,3359,0
3041,38,Сосенская,3360,0
3042,38,Сосенская,3361,0
3043,38,Сосенская,3362,0
3044,38,Сосенская,3363,0
3045,38,Сосенская,3364,0
3046,38,Сосенская,3365,0
3047,38,Сосенская,3366,0
3048,38,Сосенская,3367,0
3049,38,Сосенская,3368,0
3050,38,Сосенская,3369,0
3051,38,Сосенская,3430,0
3052,38,Сосенская,3431,0
3053,38,Сосенская,3432,0
3054,38,Сосенская,3442,0
3055,38,Сосенская,3446,0
3056,38,Сосенская,3447,0
3057,38,Сосенская,3448,0
3058,38,Сосенская,3459,0
3059,38,Сосенская,3460,0
3060,38,Сосенская,3461,0
3061,38,Сосенская,3462,0
3062,38,Сосенская,3463,0
3063,39,Внуково,2541,0
3064,39,Внуково,2542,0
3065,39,Внуково,2543,0
3066,39,Внуково,2544,0
3067,39,Внуково,2545,0
3068,39,Внуково,2546,0
3069,39,Внуково,2547,0
3070,39,Ново-Переделкино,2667,0
3071,39,Ново-Переделкино,2668,2
3072,39,Ново-Переделкино,2669,0
3073,39,Ново-Переделкино,2670,0
3074,39,Ново-Переделкино,2671,0
3075,39,Ново-Переделкино,2672,0
3076,39,Ново-Переделкино,2673,0
3077,39,Ново-Переделкино,2674,0
3078,39,Ново-Переделкино,2675,0
3079,39,Ново-Переделкино,2676,0
3080,39,Ново-Переделкино,2677,1
3081,39,Ново-Переделкино,2678,0
3082,39,Ново-Переделкино,2679,1
3083,39,Ново-Переделкино,2680,0
3084,39,Ново-Переделкино,2681,0
3085,39,Ново-Переделкино,2682,0
3086,39,Ново-Переделкино,2683,0
3087,39,Ново-Переделкино,2684,0
3088,39,Ново-Переделкино,2685,0
3089,39,Ново-Переделкино,2686,0
3090,39,Ново-Переделкино,2687,0
3091,39,Ново-Переделкино,2688,0
3092,39,Ново-Переделкино,2689,0
3093,39,Ново-Переделкино,2690,0
3094,39,Ново-Переделкино,2691,0
3095,39,Ново-Переделкино,2692,0
3096,39,Ново-Переделкино,2693,0
3097,39,Ново-Переделкино,2694,0
3098,39,Ново-Переделкино,2695,0
3099,39,Ново-Переделкино,2696,0
3100,39,Ново-Переделкино,2697,0
3101,39,Ново-Переделкино,2698,0
3102,39,Ново-Переделкино,2699,0
3103,39,Ново-Переделкино,2700,0
3104,39,Ново-Переделкино,2701,0
3105,39,Ново-Переделкино,2702,1
3106,39,Ново-Переделкино,3759,0
3107,39,Новомосковская,3299,0
3108,39,Новомосковская,3300,0
3109,39,Новомосковская,3301,0
3110,39,Новомосковская,3302,0
3111,39,Новомосковская,3312,0
3112,39,Новомосковская,3313,0
3113,39,Новомосковская,3314,0
3114,39,Новомосковская,3315,0
3115,39,Новомосковская,3316,0
3116,39,Новомосковская,3317,0
3117,39,Новомосковская,3318,0
3118,39,Новомосковская,3319,0
3119,39,Новомосковская,3320,0
3120,39,Новомосковская,3425,0
3121,39,Новомосковская,3426,0
3122,39,Новомосковская,3441,0
3123,39,Новомосковская,3457,0
3124,39,Троицкий административный округ,3377,0
3125,39,Троицкий административный округ,3378,0
3126,39,Троицкий административный округ,3379,0
3127,39,Троицкий административный округ,3380,0
3128,39,Троицкий административный округ,3381,0
3129,39,Троицкий административный округ,3382,0
3130,39,Троицкий административный округ,3383,0
3131,39,Троицкий административный округ,3384,0
3132,39,Троицкий административный округ,3385,2
3133,39,Троицкий административный округ,3386,0
3134,39,Троицкий административный округ,3387,0
3135,39,Троицкий административный округ,3388,0
3136,39,Троицкий административный округ,3389,0
3137,39,Троицкий административный округ,3391,0
3138,39,Троицкий административный округ,3392,0
3139,39,Троицкий административный округ,3393,0
3140,39,Троицкий административный округ,3394,1
3141,39,Троицкий административный округ,3395,0
3142,39,Троицкий административный округ,3396,0
3143,39,Троицкий административный округ,3397,0
3144,39,Троицкий административный округ,3398,0
3145,39,Троицкий административный округ,3399,0
3146,39,Троицкий административный округ,3400,0
3147,39,Троицкий административный округ,3401,0
3148,39,Троицкий административный округ,3402,0
3149,39,Троицкий административный округ,3403,0
3150,39,Троицкий административный округ,3404,0
3151,39,Троицкий административный округ,3405,0
3152,39,Троицкий административный округ,3406,0
3153,39,Троицкий административный округ,3407,0
3154,39,Троицкий административный округ,3433,0
3155,40,Очаково-Матвеевское,2703,0
3156,40,Очаково-Матвеевское,2704,0
3157,40,Очаково-Матвеевское,2705,0
3158,40,Очаково-Матвеевское,2706,0
3159,40,Очаково-Матвеевское,2707,0
3160,40,Очаково-Матвеевское,2708,0
3161,40,Очаково-Матвеевское,2709,0
3162,40,Очаково-Матвеевское,2710,0
3163,40,Очаково-Матвеевское,2711,0
3164,40,Очаково-Матвеевское,2712,0
3165,40,Очаково-Матвеевское,2713,0
3166,40,Очаково-Матвеевское,2714,0
3167,40,Очаково-Матвеевское,2715,0
3168,40,Очаково-Матвеевское,2716,0
3169,40,Очаково-Матвеевское,2717,0
3170,40,Очаково-Матвеевское,2718,0
3171,40,Очаково-Матвеевское,2719,0
3172,40,Очаково-Матвеевское,2720,0
3173,40,Очаково-Матвеевское,2721,0
3174,40,Очаково-Матвеевское,2722,0
3175,40,Очаково-Матвеевское,2723,0
3176,40,Очаково-Матвеевское,2724,0
3177,40,Очаково-Матвеевское,2725,0
3178,40,Очаково-Матвеевское,2726,0
3179,40,Очаково-Матвеевское,2727,0
3180,40,Очаково-Матвеевское,2728,0
3181,40,Очаково-Матвеевское,2729,0
3182,40,Очаково-Матвеевское,2730,0
3183,40,Очаково-Матвеевское,2731,0
3184,40,Очаково-Матвеевское,2732,0
3185,40,Очаково-Матвеевское,2733,0
3186,40,Очаково-Матвеевское,3760,0
3187,40,Очаково-Матвеевское,3761,0
3188,40,Солнцево,2791,1
3189,40,Солнцево,2792,0
3190,40,Солнцево,2793,0
3191,40,Солнцево,2794,0
3192,40,Солнцево,2795,0
3193,40,Солнцево,2796,0
3194,40,Солнцево,2797,0
3195,40,Солнцево,2798,0
3196,40,Солнцево,2799,0
3197,40,Солнцево,2800,0
3198,40,Солнцево,2801,0
3199,40,Солнцево,2802,0
3200,40,Солнцево,2803,0
3201,40,Солнцево,2804,0
3202,40,Солнцево,2805,0
3203,40,Солнцево,2806,0
3204,40,Солнцево,2807,0
3205,40,Солнцево,2808,0
3206,40,Солнцево,2809,0
3207,40,Солнцево,2810,0
3208,40,Солнцево,2811,0
3209,40,Солнцево,2812,0
3210,40,Солнцево,2813,0
3211,40,Солнцево,2814,0
3212,40,Солнцево,2815,0
3213,40,Солнцево,2816,0
3214,40,Солнцево,2817,0
3215,40,Солнцево,2818,0
3216,40,Солнцево,3423,0
3217,40,Солнцево,3455,0
3218,40,Солнцево,3765,0
3219,40,Тропарево-Никулино,2819,0
3220,40,Тропарево-Никулино,2820,0
3221,40,Тропарево-Никулино,2821,0
3222,40,Тропарево-Никулино,2822,0
3223,40,Тропарево-Никулино,2823,0
3224,40,Тропарево-Никулино,2824,0
3225,40,Тропарево-Никулино,2825,0
3226,40,Тропарево-Никулино,2826,0
3227,40,Тропарево-Никулино,2827,0
3228,40,Тропарево-Никулино,2828,0
3229,40,Тропарево-Никулино,2829,0
3230,40,Тропарево-Никулино,2830,0
3231,40,Тропарево-Никулино,2831,0
3232,40,Тропарево-Никулино,2848,0
3233,40,Тропарево-Никулино,2849,0
3234,40,Тропарево-Никулино,2850,0
3235,40,Тропарево-Никулино,2851,0
3236,41,Кунцево,2591,0
3237,41,Кунцево,2592,0
3238,41,Кунцево,2593,0
3239,41,Кунцево,2594,0
3240,41,Кунцево,2595,0
3241,41,Кунцево,2599,0
3242,41,Кунцево,2600,0
3243,41,Кунцево,2601,1
3244,41,Кунцево,2602,1
3245,41,Кунцево,2603,0
3246,41,Кунцево,2604,1
3247,41,Кунцево,2605,0
3248,41,Кунцево,2606,0
3249,41,Кунцево,2607,0
3250,41,Кунцево,2608,0
3251,41,Кунцево,2609,0
3252,41,Кунцево,2610,0
3253,41,Кунцево,2611,0
3254,41,Кунцево,2612,0
3255,41,Кунцево,2613,0
3256,41,Кунцево,2614,0
3257,41,Кунцево,2615,0
3258,41,Кунцево,2626,0
3259,41,Кунцево,2627,0
3260,41,Кунцево,2628,0
3261,41,Кунцево,3751,0
3262,41,Кунцево,3752,0
3263,41,Кунцево,3756,0
3264,41,Можайский,2630,0
3265,41,Можайский,2631,0
3266,41,Можайский,2632,0
3267,41,Можайский,2633,0
3268,41,Можайский,2634,0
3269,41,Можайский,2635,0
3270,41,Можайский,2636,0
3271,41,Можайский,2637,0
3272,41,Можайский,2638,0
3273,41,Можайский,2639,0
3274,41,Можайский,2640,0
3275,41,Можайский,2641,0
3276,41,Можайский,2642,0
3277,41,Можайский,2643,0
3278,41,Можайский,2644,0
3279,41,Можайский,2645,0
3280,41,Можайский,2646,0
3281,41,Можайский,2647,0
3282,41,Можайский,2648,0
3283,41,Можайский,2649,0
3284,41,Можайский,2650,0
3285,41,Можайский,2651,0
3286,41,Можайский,2652,0
3287,41,Можайский,2653,0
3288,41,Можайский,2654,1
3289,41,Можайский,2655,0
3290,41,Можайский,2656,0
3291,41,Можайский,2657,0
3292,41,Можайский,2658,0
3293,41,Можайский,2659,0
3294,41,Можайский,2660,0
3295,41,Можайский,2661,0
3296,41,Можайский,2662,0
3297,41,Можайский,2663,0
3298,41,Можайский,2664,0
3299,41,Можайский,2665,0
3300,41,Можайский,2666,0
3301,41,Можайский,3757,0
3302,41,Фили-Давыдково,2898,0
3303,41,Фили-Давыдково,2899,0
3304,41,Фили-Давыдково,2900,0
3305,41,Фили-Давыдково,2901,0
3306,41,Фили-Давыдково,2902,0
3307,41,Фили-Давыдково,2903,0
3308,41,Фили-Давыдково,2904,0
3309,42,Дорогомилово,2548,0
3310,42,Дорогомилово,2549,1
3311,42,Дорогомилово,2550,0
3312,42,Дорогомилово,2551,0
3313,42,Дорогомилово,2552,0
3314,42,Дорогомилово,2553,0
3315,42,Дорогомилово,2554,0
3316,42,Дорогомилово,2555,0
3317,42,Дорогомилово,2556,0
3318,42,Дорогомилово,2557,0
3319,42,Дорогомилово,2558,0
3320,42,Дорогомилово,2559,0
3321,42,Дорогомилово,2560,0
3322,42,Дорогомилово,2561,0
3323,42,Дорогомилово,2562,0
3324,42,Дорогомилово,2563,0
3325,42,Дорогомилово,2564,0
3326,42,Дорогомилово,2565,0
3327,42,Дорогомилово,2566,0
3328,42,Дорогомилово,2567,0
3329,42,Раменки,2753,0
3330,42,Раменки,2754,0
3331,42,Раменки,2755,0
3332,42,Раменки,2756,0
3333,42,Раменки,2757,0
3334,42,Раменки,2758,0
3335,42,Раменки,2759,0
3336,42,Раменки,2760,0
3337,42,Раменки,2761,0
3338,42,Раменки,2762,0
3339,42,Раменки,2763,0
3340,42,Раменки,2764,0
3341,42,Раменки,2765,0
3342,42,Раменки,2766,0
3343,42,Раменки,2767,1
3344,42,Раменки,2768,0
3345,42,Раменки,2769,0
3346,42,Раменки,2770,0
3347,42,Раменки,2771,0
3348,42,Раменки,2772,0
3349,42,Раменки,2773,0
3350,42,Раменки,2774,0
3351,42,Раменки,2775,0
3352,42,Раменки,2776,0
3353,42,Раменки,2777,0
3354,42,Раменки,2778,0
3355,42,Раменки,2779,0
3356,42,Раменки,2780,0
3357,42,Раменки,2781,0
3358,42,Раменки,2782,0
3359,42,Раменки,2783,0
3360,42,Раменки,2784,0
3361,42,Раменки,2785,0
3362,42,Раменки,2786,0
3363,42,Раменки,2787,0
3364,42,Раменки,2788,0
3365,42,Раменки,2789,0
3366,42,Раменки,2790,0
3367,42,Раменки,3763,0
3368,42,Фили-Давыдково,2876,1
3369,42,Фили-Давыдково,2877,0
3370,42,Фили-Давыдково,2878,0
3371,42,Фили-Давыдково,2879,0
3372,42,Фили-Давыдково,2880,0
3373,42,Фили-Давыдково,2881,0
3374,42,Фили-Давыдково,2882,0
3375,42,Фили-Давыдково,2883,0
3376,42,Фили-Давыдково,2884,0
3377,42,Фили-Давыдково,2885,0
3378,42,Фили-Давыдково,2886,0
3379,42,Фили-Давыдково,2887,1
3380,42,Фили-Давыдково,2888,0
3381,42,Фили-Давыдково,2889,0
3382,42,Фили-Давыдково,2890,0
3383,42,Фили-Давыдково,2891,0
3384,42,Фили-Давыдково,2892,0
3385,42,Фили-Давыдково,2893,0
3386,42,Фили-Давыдково,2894,0
3387,42,Фили-Давыдково,2895,0
3388,42,Фили-Давыдково,2896,0
3389,42,Фили-Давыдково,2897,0
3390,43,Арбат,1,0
3391,43,Арбат,2,0
3392,43,Арбат,4,0
3393,43,Арбат,5,0
3394,43,Арбат,7,0
3395,43,Арбат,9,2
3396,43,Пресненский,73,0
3397,43,Пресненский,74,0
3398,43,Пресненский,75,0
3399,43,Пресненский,77,0
3400,43,Пресненский,78,0
3401,43,Пресненский,79,0
3402,43,Пресненский,80,0
3403,43,Пресненский,81,0
