name,single_mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside,won
Ефимов Александр Борисович,12,13087,154596,31415,622,2857,22.571088514579937,1.7825414111308535,8.187654037943487,False
Ефимов Максим Владимирович,12,2613,154596,31415,622,2857,22.571088514579937,1.7825414111308535,8.187654037943487,False
Трофимов Павел Владимирович,12,1463,154596,31415,622,2857,22.571088514579937,1.7825414111308535,8.187654037943487,False
Шапошников Алексей Валерьевич,12,14227,154596,31415,622,2857,22.571088514579937,1.7825414111308535,8.187654037943487,True
Янковой Никита Леонидович,12,2358,154596,31415,622,2857,22.571088514579937,1.7825414111308535,8.187654037943487,False
Бускин Игорь Владимирович,13,11240,162812,31930,449,2947,21.697417880745892,1.2710185132763403,8.342297457962973,True
Зоммер Денис Валерьевич,13,1573,162812,31930,449,2947,21.697417880745892,1.2710185132763403,8.342297457962973,False
Кравченко Татьяна Алексеевна,13,3263,162812,31930,449,2947,21.697417880745892,1.2710185132763403,8.342297457962973,False
Лифанцев Илья Борисович,13,9028,162812,31930,449,2947,21.697417880745892,1.2710185132763403,8.342297457962973,False
Потапов Александр Владимирович,13,8924,162812,31930,449,2947,21.697417880745892,1.2710185132763403,8.342297457962973,False
Клочков Дмитрий Владимирович,14,2036,170133,35677,544,3108,23.116620526294135,1.3832032342546212,7.902565536881182,False
Круглов Максим Сергеевич,14,15430,170133,35677,544,3108,23.116620526294135,1.3832032342546212,7.902565536881182,True
Починок Наталья Борисовна,14,8939,170133,35677,544,3108,23.116620526294135,1.3832032342546212,7.902565536881182,False
Степкин Евгений Валериевич,14,2328,170133,35677,544,3108,23.116620526294135,1.3832032342546212,7.902565536881182,False
Федоров Георгий Владимирович,14,5134,170133,35677,544,3108,23.116620526294135,1.3832032342546212,7.902565536881182,False
Школьников Александр Наумович,14,3373,170133,35677,544,3108,23.116620526294135,1.3832032342546212,7.902565536881182,False
Востоков Юрий Александрович,15,2091,141005,28223,383,2151,21.81270167724549,1.2452449848814904,6.9935299281464385,False
Кустов Алексей Евгеньевич,15,2811,141005,28223,383,2151,21.81270167724549,1.2452449848814904,6.9935299281464385,False
Метельский Андрей Николаевич,15,9790,141005,28223,383,2151,21.81270167724549,1.2452449848814904,6.9935299281464385,False
Остриков Иван Владимирович,15,1797,141005,28223,383,2151,21.81270167724549,1.2452449848814904,6.9935299281464385,False
Савостьянов Сергей Владимирович,15,12955,141005,28223,383,2151,21.81270167724549,1.2452449848814904,6.9935299281464385,True
Андреева Александра Александровна,16,1290,146716,31391,404,2022,23.049292510700948,1.1946654049738297,5.979241210042287,False
Андреева Александра Сергеевна,16,5855,146716,31391,404,2022,23.049292510700948,1.1946654049738297,5.979241210042287,False
Гордиенко Татьяна Владимировна,16,1466,146716,31391,404,2022,23.049292510700948,1.1946654049738297,5.979241210042287,False
Косова Вера Александровна,16,1395,146716,31391,404,2022,23.049292510700948,1.1946654049738297,5.979241210042287,False
Молев Антон Ильич,16,10419,146716,31391,404,2022,23.049292510700948,1.1946654049738297,5.979241210042287,False
Тимонов Михаил Леонидович,16,12293,146716,31391,404,2022,23.049292510700948,1.1946654049738297,5.979241210042287,True
Максимов Виктор Валерьевич,17,13505,146150,27344,359,1825,20.20390010263428,1.2157951774586833,6.180574370089406,True
Медведков Андрей Александрович,17,3580,146150,27344,359,1825,20.20390010263428,1.2157951774586833,6.180574370089406,False
Татулова Анастасия Анатольевна,17,8318,146150,27344,359,1825,20.20390010263428,1.2157951774586833,6.180574370089406,False
Хованец Илья Николаевич,17,2645,146150,27344,359,1825,20.20390010263428,1.2157951774586833,6.180574370089406,False
Марусенко Марья Михайловна,18,4516,142432,32958,383,2885,25.433891260390922,1.0572516976757025,7.9638933362778115,False
Медведев Антон Владимирович,18,4629,142432,32958,383,2885,25.433891260390922,1.0572516976757025,7.9638933362778115,False
Табашников Николай Игоревич,18,8386,142432,32958,383,2885,25.433891260390922,1.0572516976757025,7.9638933362778115,False
Шестакова Дарья Андреевна,18,1912,142432,32958,383,2885,25.433891260390922,1.0572516976757025,7.9638933362778115,False
Янчук Елена Юрьевна,18,15246,142432,32958,383,2885,25.433891260390922,1.0572516976757025,7.9638933362778115,True
Волков Кирилл Олегович,19,2955,145292,27660,362,2284,20.85868458001817,1.1944829406718143,7.536461426780176,False
Ильин Роман Анатольевич,19,2224,145292,27660,362,2284,20.85868458001817,1.1944829406718143,7.536461426780176,False
Назарова Ирина Александровна,19,11558,145292,27660,362,2284,20.85868458001817,1.1944829406718143,7.536461426780176,False
Шереметьев Олег Михайлович,19,12172,145292,27660,362,2284,20.85868458001817,1.1944829406718143,7.536461426780176,True
Букреев Виктор Васильевич,20,3664,165776,36081,635,2216,23.484702248817683,1.6310490085276894,5.691975752594267,False
Даниловцев Валерий Валерьевич,20,4137,165776,36081,635,2216,23.484702248817683,1.6310490085276894,5.691975752594267,False
Захаров Дмитрий Александрович,20,3112,165776,36081,635,2216,23.484702248817683,1.6310490085276894,5.691975752594267,False
Ступин Евгений Викторович,20,17496,165776,36081,635,2216,23.484702248817683,1.6310490085276894,5.691975752594267,True
Шингаркин Максим Андреевич,20,8512,165776,36081,635,2216,23.484702248817683,1.6310490085276894,5.691975752594267,False
Бородина Екатерина Сергеевна,21,3173,151844,26730,313,3048,19.817049076683965,1.0401781263500713,10.129274533913796,False
Зюганов Леонид Андреевич,21,17233,151844,26730,313,3048,19.817049076683965,1.0401781263500713,10.129274533913796,True
Шах Андрей Викторович,21,2767,151844,26730,313,3048,19.817049076683965,1.0401781263500713,10.129274533913796,False
Шевченко Вера Леонидовна,21,5362,151844,26730,313,3048,19.817049076683965,1.0401781263500713,10.129274533913796,False
Бадмаев Владимир Владимирович,22,1809,151896,31501,330,2028,22.290909569705587,0.9746300835819133,5.989544877285212,False
Егоров Антон Олегович,22,2475,151896,31501,330,2028,22.290909569705587,0.9746300835819133,5.989544877285212,False
Монастырев Дмитрий Юрьевич,22,1849,151896,31501,330,2028,22.290909569705587,0.9746300835819133,5.989544877285212,False
Сараев Дмитрий Михайлович,22,11018,151896,31501,330,2028,22.290909569705587,0.9746300835819133,5.989544877285212,False
Святенко Инна Юрьевна,22,15190,151896,31501,330,2028,22.290909569705587,0.9746300835819133,5.989544877285212,True
Булатов Антон Эминович,23,2183,145703,26857,403,2616,20.50472536598423,1.3489088231356272,8.7561922613469,False
Гуличева Елена Геннадьевна,23,10782,145703,26857,403,2616,20.50472536598423,1.3489088231356272,8.7561922613469,False
Николаева Елена Леонидовна,23,12119,145703,26857,403,2616,20.50472536598423,1.3489088231356272,8.7561922613469,True
Померанцев Георгий Александрович,23,2694,145703,26857,403,2616,20.50472536598423,1.3489088231356272,8.7561922613469,False
Абраменко Екатерина Анатольевна,24,2565,173481,35129,650,4351,23.13221620811501,1.619735858460005,10.842262646399202,False
Балабуткин Алексей Алексеевич,24,1095,173481,35129,650,4351,23.13221620811501,1.619735858460005,10.842262646399202,False
Дягилев Игорь Владимирович,24,13241,173481,35129,650,4351,23.13221620811501,1.619735858460005,10.842262646399202,False
Тарасов Антон Александрович,24,2975,173481,35129,650,4351,23.13221620811501,1.619735858460005,10.842262646399202,False
Тарасов Павел Михайлович,24,15603,173481,35129,650,4351,23.13221620811501,1.619735858460005,10.842262646399202,True
Шереметьев Николай Васильевич,24,3105,173481,35129,650,4351,23.13221620811501,1.619735858460005,10.842262646399202,False
Коцюба Владислав Вадимович,25,887,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,False
Меркулов Денис Валерьевич,25,2967,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,False
Орел Андрей Викторович,25,10488,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,False
Полищук Станислав Петрович,25,642,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,False
Ракитин Дмитрий Андреевич,25,1344,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,False
Смирнов Сергей Михайлович,25,1945,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,False
Стебенкова Людмила Васильевна,25,11600,143226,27708,351,3067,21.73208774943097,1.1276746128638437,9.853498682773244,True
Аксенов Илья Андреевич,26,2567,140568,25794,421,2154,20.18169142336805,1.4840142408967536,7.592794952236597,False
Анисимова Светлана Геннадьевна,26,3243,140568,25794,421,2154,20.18169142336805,1.4840142408967536,7.592794952236597,False
Исполатов Андрей Борисович,26,3709,140568,25794,421,2154,20.18169142336805,1.4840142408967536,7.592794952236597,False
Калинин Владимир Александрович,26,7087,140568,25794,421,2154,20.18169142336805,1.4840142408967536,7.592794952236597,False
Щитов Кирилл Владимирович,26,10553,140568,25794,421,2154,20.18169142336805,1.4840142408967536,7.592794952236597,True
Гоголев Виктор Александрович,27,1959,144980,29069,513,1875,21.69747551386398,1.630797596719331,5.9605175318689,False
Дрыга Алексей Сергеевич,27,11044,144980,29069,513,1875,21.69747551386398,1.630797596719331,5.9605175318689,False
Ерохов Сергей Викторович,27,1999,144980,29069,513,1875,21.69747551386398,1.630797596719331,5.9605175318689,False
Коровин Сергей Николаевич,27,2285,144980,29069,513,1875,21.69747551386398,1.630797596719331,5.9605175318689,False
Орлов Степан Владимирович,27,12943,144980,29069,513,1875,21.69747551386398,1.630797596719331,5.9605175318689,True
Елисеев Сергей Геннадиевич,28,2377,143737,26861,431,2631,20.817882660692792,1.4403635999064266,8.792567590148046,False
Лазарев Константин Александрович,28,6992,143737,26861,431,2631,20.817882660692792,1.4403635999064266,8.792567590148046,False
Павлинов Аркадий Борисович,28,7716,143737,26861,431,2631,20.817882660692792,1.4403635999064266,8.792567590148046,False
Самышина Елена Александровна,28,11570,143737,26861,431,2631,20.817882660692792,1.4403635999064266,8.792567590148046,True
Артемьев Олег Германович,29,11560,147489,25366,470,2065,18.917342988290653,1.684527436292606,7.40116841690262,True
Журавский Сергей Владимирович,29,2337,147489,25366,470,2065,18.917342988290653,1.684527436292606,7.40116841690262,False
Сергеев Николай Владимирович,29,9288,147489,25366,470,2065,18.917342988290653,1.684527436292606,7.40116841690262,False
Чернышов Борис Александрович,29,3510,147489,25366,470,2065,18.917342988290653,1.684527436292606,7.40116841690262,False
Викулин Петр Николаевич,30,2641,155055,31819,316,1799,21.88513753184354,0.9312194259444805,5.301467554664938,False
Галибин Илья Геннадьевич,30,1387,155055,31819,316,1799,21.88513753184354,0.9312194259444805,5.301467554664938,False
Жуковский Владислав Сергеевич,30,8346,155055,31819,316,1799,21.88513753184354,0.9312194259444805,5.301467554664938,False
Русецкая Маргарита Николаевна,30,9645,155055,31819,316,1799,21.88513753184354,0.9312194259444805,5.301467554664938,True
Цыба Алексей Николаевич,30,1156,155055,31819,316,1799,21.88513753184354,0.9312194259444805,5.301467554664938,False
Юнеман Роман Александрович,30,9561,155055,31819,316,1799,21.88513753184354,0.9312194259444805,5.301467554664938,False
Жандарова Юлия Александровна,31,2349,144846,27625,614,1608,20.606022948510834,2.0571581733507553,5.387476128254096,False
Зверев Сергей Иванович,31,8774,144846,27625,614,1608,20.606022948510834,2.0571581733507553,5.387476128254096,False
Милешин Андрей Леонидович,31,2669,144846,27625,614,1608,20.606022948510834,2.0571581733507553,5.387476128254096,False
Никитина Любовь Евгеньевна,31,13173,144846,27625,614,1608,20.606022948510834,2.0571581733507553,5.387476128254096,True
Шманцарь Юлия Александровна,31,1755,144846,27625,614,1608,20.606022948510834,2.0571581733507553,5.387476128254096,False
Бернев Владимир Владимирович,32,2192,145555,29467,486,3330,22.866270481948405,1.460204909413214,10.005107712646096,False
Залищак Владимир Борисович,32,2192,145555,29467,486,3330,22.866270481948405,1.460204909413214,10.005107712646096,False
Куликов Денис Павлович,32,1665,145555,29467,486,3330,22.866270481948405,1.460204909413214,10.005107712646096,False
Лихачев Клим Сергеевич,32,11679,145555,29467,486,3330,22.866270481948405,1.460204909413214,10.005107712646096,False
Мельникова Ольга Николаевна,32,12119,145555,29467,486,3330,22.866270481948405,1.460204909413214,10.005107712646096,True
Падалка Сергей Андреевич,32,2155,145555,29467,486,3330,22.866270481948405,1.460204909413214,10.005107712646096,False
Гринченко Владимир Владимирович,33,3127,184588,32959,932,1471,19.157258326651785,2.635597534076127,4.159832588654488,False
Гусева Людмила Ивановна,33,14401,184588,32959,932,1471,19.157258326651785,2.635597534076127,4.159832588654488,True
Папян Гарегин Гришаевич,33,1132,184588,32959,932,1471,19.157258326651785,2.635597534076127,4.159832588654488,False
Присняк Виктор Владимирович,33,1451,184588,32959,932,1471,19.157258326651785,2.635597534076127,4.159832588654488,False
Смирнов Левон Леонидович,33,11284,184588,32959,932,1471,19.157258326651785,2.635597534076127,4.159832588654488,False
Федоров Павел Сергеевич,33,2731,184588,32959,932,1471,19.157258326651785,2.635597534076127,4.159832588654488,False
Гладкова Юлия Генриховна,34,11314,162669,29802,1091,1887,20.151350288008164,3.328248932275778,5.756558877364246,False
Семенников Александр Григорьевич,34,11888,162669,29802,1091,1887,20.151350288008164,3.328248932275778,5.756558877364246,True
Филатов Александр Иванович,34,2071,162669,29802,1091,1887,20.151350288008164,3.328248932275778,5.756558877364246,False
Чирков Максим Андреевич,34,4157,162669,29802,1091,1887,20.151350288008164,3.328248932275778,5.756558877364246,False
Юриков Антон Вадимович,34,2106,162669,29802,1091,1887,20.151350288008164,3.328248932275778,5.756558877364246,False
Аграновский Дмитрий Владимирович,35,4485,174827,34762,858,2396,21.74492498298318,2.2569444444444446,6.302609427609427,False
Васильев Сергей Иванович,35,10754,174827,34762,858,2396,21.74492498298318,2.2569444444444446,6.302609427609427,False
Малахов Сергей Викторович,35,2866,174827,34762,858,2396,21.74492498298318,2.2569444444444446,6.302609427609427,False
Метлина Наталия Борисовна,35,13285,174827,34762,858,2396,21.74492498298318,2.2569444444444446,6.302609427609427,True
Монахов Михаил Игоревич,35,2204,174827,34762,858,2396,21.74492498298318,2.2569444444444446,6.302609427609427,False
Рязанов Владимир Викторович,35,3021,174827,34762,858,2396,21.74492498298318,2.2569444444444446,6.302609427609427,False
Курганский Сергей Борисович,36,10845,145138,27537,956,2502,21.35553748845926,3.0843684465236327,8.07226972092273,False
Папета Артём Владимирович,36,1084,145138,27537,956,2502,21.35553748845926,3.0843684465236327,8.07226972092273,False
Покатаев Алексей Николаевич,36,1308,145138,27537,956,2502,21.35553748845926,3.0843684465236327,8.07226972092273,False
Репников Дмитрий Александрович,36,3618,145138,27537,956,2502,21.35553748845926,3.0843684465236327,8.07226972092273,False
Рябцева Олеся Александровна,36,2141,145138,27537,956,2502,21.35553748845926,3.0843684465236327,8.07226972092273,False
Шарапова Ольга Викторовна,36,10871,145138,27537,956,2502,21.35553748845926,3.0843684465236327,8.07226972092273,True
Губенко Николай Николаевич,37,20621,170972,32023,1035,2411,20.74550218749269,2.9180411063181935,6.797485127858129,True
Максимов Юрий Николаевич,37,6751,170972,32023,1035,2411,20.74550218749269,2.9180411063181935,6.797485127858129,False
Романович Александр Леонидович,37,6076,170972,32023,1035,2411,20.74550218749269,2.9180411063181935,6.797485127858129,False
Андрусенко Наталия Юрьевна,38,5179,254738,58759,944,2147,24.279848314739066,1.5262732417138238,3.471301535974131,False
Глек Игорь Владимирович,38,15437,254738,58759,944,2147,24.279848314739066,1.5262732417138238,3.471301535974131,False
Еремина Людмила Александровна,38,9175,254738,58759,944,2147,24.279848314739066,1.5262732417138238,3.471301535974131,False
Козлов Александр Михайлович,38,22021,254738,58759,944,2147,24.279848314739066,1.5262732417138238,3.471301535974131,True
Смирнов Станислав Александрович,38,6523,254738,58759,944,2147,24.279848314739066,1.5262732417138238,3.471301535974131,False
Безрядов Андрей Валерьевич,39,4483,184190,39424,1075,1987,23.0663988272979,2.5302452572612153,4.676834722026079,False
Бестаев Николай Самсонович,39,4274,184190,39424,1075,1987,23.0663988272979,2.5302452572612153,4.676834722026079,False
Видьманов Александр Олегович,39,11945,184190,39424,1075,1987,23.0663988272979,2.5302452572612153,4.676834722026079,False
Головченко Валерий Владимирович,39,14992,184190,39424,1075,1987,23.0663988272979,2.5302452572612153,4.676834722026079,True
Митяев Александр Константинович,39,4374,184190,39424,1075,1987,23.0663988272979,2.5302452572612153,4.676834722026079,False
Батышева Татьяна Тимофеевна,40,13280,183216,33116,788,1954,19.57143480918697,2.197557030509231,5.449272128953092,True
Гераськин Сергей Федорович,40,2601,183216,33116,788,1954,19.57143480918697,2.197557030509231,5.449272128953092,False
Матвеев Сергей Иванович,40,1308,183216,33116,788,1954,19.57143480918697,2.197557030509231,5.449272128953092,False
Михайловский Александр Всеволодович,40,3585,183216,33116,788,1954,19.57143480918697,2.197557030509231,5.449272128953092,False
Мороз Сергей Борисович,40,1866,183216,33116,788,1954,19.57143480918697,2.197557030509231,5.449272128953092,False
Суханов Игорь Владимирович,40,11718,183216,33116,788,1954,19.57143480918697,2.197557030509231,5.449272128953092,False
Богатыренко Герман Юрьевич,41,2154,163708,27592,875,2262,18.770615974784373,2.8474730710403855,7.361124670506688,False
Герасимов Евгений Владимирович,41,12602,163708,27592,875,2262,18.770615974784373,2.8474730710403855,7.361124670506688,True
Павлова Екатерина Геннадьевна,41,2002,163708,27592,875,2262,18.770615974784373,2.8474730710403855,7.361124670506688,False
Соболев Алексей Анатольевич,41,2228,163708,27592,875,2262,18.770615974784373,2.8474730710403855,7.361124670506688,False
Фролова Ольга Викторовна,41,10546,163708,27592,875,2262,18.770615974784373,2.8474730710403855,7.361124670506688,False
Енгалычева Екатерина Александровна,42,14298,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,True
Кагарлицкий Борис Юльевич,42,2974,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,False
Коршунова Ольга Сергеевна,42,1203,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,False
Костычева Марина Александровна,42,916,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,False
Меньшиков Михаил Васильевич,42,2936,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,False
Никитин Кирилл Михайлович,42,6948,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,False
Раменский Павел Олегович,42,3179,160709,30185,1013,2319,20.855708143290045,3.02234686875317,6.918876987797237,False
Боровик Евгений Михайлович,43,4952,144778,32966,822,2380,24.98169611405048,2.272727272727273,6.580402565804025,False
Климентьев Роман Валерьевич,43,6529,144778,32966,822,2380,24.98169611405048,2.272727272727273,6.580402565804025,False
Кошлаков-Крестовский Дмитрий Владимирович,43,7231,144778,32966,822,2380,24.98169611405048,2.272727272727273,6.580402565804025,False
Митрохин Сергей Сергеевич,43,16120,144778,32966,822,2380,24.98169611405048,2.272727272727273,6.580402565804025,True
Нечаева Екатерина Сергеевна,44,1714,157114,33582,577,3143,23.74199625749456,1.546833949922256,8.425821671760227,False
Свиридов Илья Тимурович,44,15738,157114,33582,577,3143,23.74199625749456,1.546833949922256,8.425821671760227,False
Шалимова Надежда Валерьевна,44,1793,157114,33582,577,3143,23.74199625749456,1.546833949922256,8.425821671760227,False
Шувалова Елена Анатольевна,44,16710,157114,33582,577,3143,23.74199625749456,1.546833949922256,8.425821671760227,True
Касамара Валерия Александровна,45,11014,148192,30459,592,3045,23.00798963506802,1.7362740497419051,8.930666353824495,False
Конев Михаил Андреевич,45,3365,148192,30459,592,3045,23.00798963506802,1.7362740497419051,8.930666353824495,False
Турушев Евгений Иванович,45,4124,148192,30459,592,3045,23.00798963506802,1.7362740497419051,8.930666353824495,False
Яндиев Магомет Исаевич,45,12942,148192,30459,592,3045,23.00798963506802,1.7362740497419051,8.930666353824495,True
