name,single_mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside,won,declined,joined_united_rus,ur_affiliated,party,affiliation
Гринченко Владимир Владимирович,36,1137,145974,27853,805,1840,20.892761724690697,2.6395173453996983,6.033182503770739,False,3,0,0,5,2
Росс Сергей Геннадьевич,36,4843,145974,27853,805,1840,20.892761724690697,2.6395173453996983,6.033182503770739,False,3,0,0,8,2
Семенов Григорий Викторович,36,3515,145974,27853,805,1840,20.892761724690697,2.6395173453996983,6.033182503770739,False,3,0,0,9,2
Шарапова Ольга Викторовна,36,15222,145974,27853,805,1840,20.892761724690697,2.6395173453996983,6.033182503770739,True,3,1,0,0,1
Вышегородцев Михаил Михайлович,37,4454,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,False,6,0,0,11,0
Губенко Николай Николаевич,37,11145,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,True,6,0,0,4,2
Мишин Геннадий Александрович,37,1203,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,False,6,0,0,5,2
Рамазанов Сираждин Омарович,37,434,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,False,6,0,0,12,0
Рублева Юлия Владимировна,37,3091,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,False,6,0,0,8,2
Русакова Елена Леонидовна,37,9002,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,False,6,0,0,9,2
Сильнов Алексей Сергеевич,37,4421,174390,32568,815,1799,20.174321922128563,2.316525495992269,5.113410266613609,False,6,0,0,0,0
Балакин Михаил Дмитриевич,38,20450,184405,42769,292,1470,24.14847753585857,0.6557229794974287,3.3010711639082886,True,2,0,0,5,2
Сагенбаев Игорь Александрович,38,9399,184405,42769,292,1470,24.14847753585857,0.6557229794974287,3.3010711639082886,False,2,0,0,4,2
Токаев Борис Владимирович,38,2197,184405,42769,292,1470,24.14847753585857,0.6557229794974287,3.3010711639082886,False,2,0,0,0,0
Хандриков Илья Николаевич,38,3079,184405,42769,292,1470,24.14847753585857,0.6557229794974287,3.3010711639082886,False,2,0,0,9,2
Шелудько Александр Леонидович,38,2070,184405,42769,292,1470,24.14847753585857,0.6557229794974287,3.3010711639082886,False,2,0,0,0,0
Ширяев Денис Александрович,38,5262,184405,42769,292,1470,24.14847753585857,0.6557229794974287,3.3010711639082886,False,2,0,0,8,2
Лябихов Роман Михайлович,39,3719,158930,34507,716,1558,23.14289309759013,1.9466572415105623,4.235882656806504,False,1,0,0,4,2
Московченко Николай Михайлович,39,4283,158930,34507,716,1558,23.14289309759013,1.9466572415105623,4.235882656806504,False,1,0,0,8,2
Ноздрин Александр Дмитриевич,39,1536,158930,34507,716,1558,23.14289309759013,1.9466572415105623,4.235882656806504,False,1,0,0,5,2
Палеев Антон Рафаэльевич,39,14368,158930,34507,716,1558,23.14289309759013,1.9466572415105623,4.235882656806504,True,1,1,1,10,1
Сиднев Виктор Владимирович,39,10107,158930,34507,716,1558,23.14289309759013,1.9466572415105623,4.235882656806504,False,1,0,0,11,2
Сысоев Дмитрий Ростиславович,39,1259,158930,34507,716,1558,23.14289309759013,1.9466572415105623,4.235882656806504,False,1,0,0,9,2
Милявский Александр Борисович,40,17609,173716,31972,697,1777,19.82891616201156,2.0234570051675087,5.158799280032515,True,2,1,1,10,1
Павленков Юрий Викторович,40,2495,173716,31972,697,1777,19.82891616201156,2.0234570051675087,5.158799280032515,False,2,0,0,8,2
Радаева Ольга Вячеславовна,40,4191,173716,31972,697,1777,19.82891616201156,2.0234570051675087,5.158799280032515,False,2,0,0,9,2
Раменский Павел Олегович,40,3255,173716,31972,697,1777,19.82891616201156,2.0234570051675087,5.158799280032515,False,2,0,0,5,2
Святошенко Владимир Алексеевич,40,5572,173716,31972,697,1777,19.82891616201156,2.0234570051675087,5.158799280032515,False,2,0,0,4,2
Александрова Мария Александровна,41,5947,164090,28076,637,1644,18.5002132975806,2.098362815825016,5.415554896728926,False,1,0,0,4,2
Захаркин Руслан Игоревич,41,2164,164090,28076,637,1644,18.5002132975806,2.098362815825016,5.415554896728926,False,1,0,0,5,2
Казенков Олег Юрьевич,41,3380,164090,28076,637,1644,18.5002132975806,2.098362815825016,5.415554896728926,False,1,0,0,8,2
Лемперт Петр Иванович,41,3220,164090,28076,637,1644,18.5002132975806,2.098362815825016,5.415554896728926,False,1,0,0,11,0
Поселёнов Павел Александрович,41,12192,164090,28076,637,1644,18.5002132975806,2.098362815825016,5.415554896728926,True,1,1,1,10,1
Тупикин Дмитрий Васильевич,41,2236,164090,28076,637,1644,18.5002132975806,2.098362815825016,5.415554896728926,False,1,0,0,9,2
Батышева Татьяна Тимофеевна,42,14314,160228,28875,702,2046,19.736250842549367,2.2199032349871928,6.469974385731904,True,3,1,1,10,1
Логинов Алексей Михайлович,42,1439,160228,28875,702,2046,19.736250842549367,2.2199032349871928,6.469974385731904,False,3,0,0,5,2
Меньшиков Михаил Васильевич,42,4911,160228,28875,702,2046,19.736250842549367,2.2199032349871928,6.469974385731904,False,3,0,0,9,2
Новиков Юрий Михайлович,42,6884,160228,28875,702,2046,19.736250842549367,2.2199032349871928,6.469974385731904,False,3,0,0,4,2
Чуев Александр Викторович,42,2989,160228,28875,702,2046,19.736250842549367,2.2199032349871928,6.469974385731904,False,3,0,0,8,2
Денисенко Татьяна Ивановна,43,6624,148136,29515,133,1844,21.25884322514446,0.4223294805029849,5.855455353740632,False,3,0,0,4,2
Иваненко Сергей Викторович,43,3566,148136,29515,133,1844,21.25884322514446,0.4223294805029849,5.855455353740632,False,3,0,0,9,2
Иксанова Арина Тахировна,43,1962,148136,29515,133,1844,21.25884322514446,0.4223294805029849,5.855455353740632,False,3,0,0,8,2
Кравченко Юрий Александрович,43,959,148136,29515,133,1844,21.25884322514446,0.4223294805029849,5.855455353740632,False,3,0,0,5,2
Шастина Вера Ростиславовна,43,8942,148136,29515,133,1844,21.25884322514446,0.4223294805029849,5.855455353740632,True,3,1,1,10,1
Ярмольник Леонид Исаакович,43,8626,148136,29515,133,1844,21.25884322514446,0.4223294805029849,5.855455353740632,False,3,0,0,11,2
Гнездилов Александр Валентинович,44,4876,158895,28099,66,2145,19.07549010352749,0.2177499175189706,7.0768723193665455,False,8,0,0,9,2
Пономарёв Константин Алексеевич,44,2036,158895,28099,66,2145,19.07549010352749,0.2177499175189706,7.0768723193665455,False,8,0,0,5,2
Свиридов Илья Тимурович,44,10494,158895,28099,66,2145,19.07549010352749,0.2177499175189706,7.0768723193665455,False,8,0,0,8,2
Шувалова Елена Анатольевна,44,11845,158895,28099,66,2145,19.07549010352749,0.2177499175189706,7.0768723193665455,True,8,0,0,4,2
Бабич Барбара Адамовна,45,702,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,False,1,0,0,0,0
Кавказский Николай Юрьевич,45,4010,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,False,1,0,0,9,2
Комендантов Антон Андреевич,45,783,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,False,1,0,0,0,0
Кузьминов Ярослав Иванович,45,12860,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,True,1,1,0,0,1
Симонян Кристина Владиславовна,45,3527,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,False,1,0,0,8,2
Умников Антон Геннадьевич,45,1234,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,False,1,0,0,5,2
Фомичева Елена Алексеевна,45,7347,151365,28921,164,2335,20.757770951012454,0.5219605346912795,7.431572246976448,False,1,0,0,4,2
