name,district,mandate,votes,potential_voters,inside_voters,early_voters,outside_voters,attendance,early,outside
Мамонтов Сергей Викторович,Некрасовка ,1,633,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Остранков Никита Евгеньевич,Некрасовка ,1,147,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Рубец Елена Владимировна,Некрасовка ,1,164,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Рязанов Владислав Александрович,Некрасовка ,1,102,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Сытник Григорий Валерьевич,Некрасовка ,1,90,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Ухаботина Ирина Витальевна,Некрасовка ,1,720,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Чиркова Ольга Михайловна,Некрасовка ,1,308,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Юрилина Людмила Михайловна,Некрасовка ,1,317,10231,1638,5,107,17.10487733359398,0.048871078095982796,1.0458410712540318
Агапкин Павел Аликович,Некрасовка ,2,586,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Быкова Надежда Владимировна,Некрасовка ,2,591,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Гальцов Александр Владимирович,Некрасовка ,2,136,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Кондратьев Максим Михайлович,Некрасовка ,2,524,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Кочнев Виктор Михайлович,Некрасовка ,2,93,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Леневская Наталья Ивановна,Некрасовка ,2,452,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Ленковская Виктория Александровна,Некрасовка ,2,218,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Максюта Геннадий Николаевич,Некрасовка ,2,179,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Марьянский Андрей Александрович,Некрасовка ,2,138,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Пащенко Станислав Дмитриевич,Некрасовка ,2,394,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Пономаренко Марина Витальевна,Некрасовка ,2,557,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Саитгалин Ильшат Салаватович,Некрасовка ,2,191,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Сафонова Лариса Валерьевна,Некрасовка ,2,157,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Сидоров Алексей Константинович,Некрасовка ,2,133,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Суанов Артур Николаевич,Некрасовка ,2,424,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Тодуа Заур Демуриевич,Некрасовка ,2,417,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Филимонов Игорь Владимирович,Некрасовка ,2,158,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Шевкова Ирина Владимировна,Некрасовка ,2,160,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Шомполова Юлия Николаевна,Некрасовка ,2,381,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Шувалов Дмитрий Юрьевич,Некрасовка ,2,458,12635,1649,7,36,13.391373169766522,0.055401662049861494,0.2849228333992877
Андриенко Андрей Андреевич,Некрасовка ,3,334,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Богачев Александр Владимирович,Некрасовка ,3,141,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Валуйский Владислав Вячеславович,Некрасовка ,3,255,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Веселов Александр Петрович,Некрасовка ,3,217,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Гавриков Владимир Вадимович,Некрасовка ,3,173,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Дегтярев Олег Николаевич,Некрасовка ,3,430,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Казаков Андрей Алексеевич,Некрасовка ,3,398,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Катыкин Михаил Михайлович,Некрасовка ,3,132,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Каюмов Алексей Владиславович,Некрасовка ,3,153,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Косаренко Юрий Юрьевич,Некрасовка ,3,74,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Кочуров Александр Иванович,Некрасовка ,3,98,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Кочуров Юрий Иванович,Некрасовка ,3,89,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Малютина Ольга Витальевна,Некрасовка ,3,484,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Некрасова Ирина Александровна,Некрасовка ,3,89,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Нестеров Борис Кириллович,Некрасовка ,3,67,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Райченко Максим Владимирович,Некрасовка ,3,51,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Расторгуева Анастасия Александровна,Некрасовка ,3,315,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Румянцева Екатерина Владимировна,Некрасовка ,3,149,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Семенова Елена Николаевна,Некрасовка ,3,538,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Силина Лада Владимировна,Некрасовка ,3,445,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Ситниченко Михаил Николаевич,Некрасовка ,3,290,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Скрипка Иван Романович,Некрасовка ,3,158,10523,1338,6,20,12.962083056162692,0.05701796065760715,0.1900598688586905
Андрусив Александр Николаевич,Нижегородский,1,242,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Бондарева Елена Николаевна,Нижегородский,1,868,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Годяева Вера Викторовна,Нижегородский,1,183,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Гулиашвили Наргиза Автандиловна,Нижегородский,1,712,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Иванов Геннадий Николаевич,Нижегородский,1,937,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Кипа Наталья Владимировна,Нижегородский,1,238,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Кириллова Елена Ивановна,Нижегородский,1,510,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Козлов Александр Евгеньевич,Нижегородский,1,438,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Московская Елена Владимировна,Нижегородский,1,419,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Никитская Светлана Семеновна,Нижегородский,1,182,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Никишина Ольга Николаевна,Нижегородский,1,614,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Рябова Татьяна Петровна,Нижегородский,1,812,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Ситников Андрей Владимирович,Нижегородский,1,807,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Сушинский Сергей Александрович,Нижегородский,1,335,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Ященко Ольга Михайловна,Нижегородский,1,356,12545,1913,5,145,16.44479872459147,0.03985651654045436,1.1558389796731765
Алексеев Алексей Алексеевич,Нижегородский,2,168,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Аперян Манвел Седракович,Нижегородский,2,873,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Безрукина Людмила Павловна,Нижегородский,2,360,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Бочкарев Александр Викторович,Нижегородский,2,160,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Буевич Анатолий Петрович,Нижегородский,2,151,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Воробьёв Анатолий Иванович,Нижегородский,2,731,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Ерастов Георгий Валерьевич,Нижегородский,2,230,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Здобнова Наталья Николаевна,Нижегородский,2,797,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Какоткина Оксана Анатольевна,Нижегородский,2,148,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Клочков Михаил Иванович,Нижегородский,2,666,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Курбатова Анна Игоревна,Нижегородский,2,354,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Нагих Александр Алексеевич,Нижегородский,2,67,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Назаров Роман Иванович,Нижегородский,2,98,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Негода Денис Михайлович,Нижегородский,2,390,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Образцова Маргарита Геннадьевна,Нижегородский,2,245,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Одемлюк Иван Андреевич,Нижегородский,2,96,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Пузанова Надежда Даниловна,Нижегородский,2,732,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Советина Ксения Анатольевна,Нижегородский,2,95,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Солонников Даниил Александрович,Нижегородский,2,99,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Трещук Олег Владимирович,Нижегородский,2,238,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Хомяков Олег Евгеньевич,Нижегородский,2,132,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Юскова Анастасия Юнусовна,Нижегородский,2,162,12175,1798,24,142,16.13141683778234,0.1971252566735113,1.1663244353182751
Алиев Руслан Захирали оглы,Печатники ,1,176,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Амиров Руслан Рифкатевич,Печатники ,1,183,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Бербенец Владислан Владимирович,Печатники ,1,97,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Берг Елена Евгеньевна,Печатники ,1,227,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Вдовенко Алексей Юрьевич,Печатники ,1,145,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Виноградова Римма Александровна,Печатники ,1,921,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Власов Сергей Сергеевич,Печатники ,1,978,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Ермошкин Денис Александрович,Печатники ,1,776,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Иосебадзе Лиана Шалвовна,Печатники ,1,743,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Калина Ксения Витальевна,Печатники ,1,918,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Корпунова Екатерина Андреевна,Печатники ,1,258,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Коченов Алексей Александрович,Печатники ,1,926,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Малышева Мария Константиновна,Печатники ,1,388,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Модов Алексей Михайлович,Печатники ,1,164,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Мотин Максим Владимирович,Печатники ,1,1488,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Панов Владимир Егорович,Печатники ,1,827,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Сукач Олег Ювенальевич,Печатники ,1,330,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Третьюхин Виталий Вячеславович,Печатники ,1,1223,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Урюпин Алексей Алексеевич,Печатники ,1,980,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Цезарева Елена Станиславовна,Печатники ,1,285,18284,2986,15,245,17.753226865018597,0.08203894115073287,1.339969372128637
Абрамова Алиса Александровна,Печатники ,2,266,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Билялов Рустам Федорович,Печатники ,2,628,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Боголепова Галина Алексеевна,Печатники ,2,283,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Бугримов Андрей Евгеньевич,Печатники ,2,214,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Виноградов Александр Сергеевич,Печатники ,2,568,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Воротилов Виктор Николаевич,Печатники ,2,848,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Гетманов Андрей Владимирович,Печатники ,2,74,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Давидович Игорь Феликсович,Печатники ,2,853,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Демишев Артем Сергеевич,Печатники ,2,186,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Егоров Антон Олегович,Печатники ,2,233,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Живцова Юлия Максимовна,Печатники ,2,610,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Журавлёв Александр Николаевич,Печатники ,2,410,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Индык Екатерина Владимировна,Печатники ,2,575,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Курбатова Ирина Владимировна,Печатники ,2,1023,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Макарова Елизавета Петровна,Печатники ,2,412,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Макеев Иван Владимирович,Печатники ,2,450,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Матвеева Александра Викторовна,Печатники ,2,1222,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Мирошниченко Оксана Петровна,Печатники ,2,856,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Мурзин Игорь Алексеевич,Печатники ,2,253,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Овчаренко Евгений Сергеевич,Печатники ,2,698,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Садеков Рафаиль Абдулханянович,Печатники ,2,294,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Шипилов Сергей Александрович,Печатники ,2,272,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Щербакова Вероника Сергеевна,Печатники ,2,181,18413,3037,13,263,17.992722532992993,0.07060229185901265,1.428338673763102
Акимов Николай Юрьевич,Печатники ,3,1317,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Аксененко Виктория Петровна,Печатники ,3,300,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Ананьев Олег Вячеславович,Печатники ,3,991,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Балашов Степан Александрович,Печатники ,3,187,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Власов Александр Витальевич,Печатники ,3,603,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Высоцкий Иван Владимирович,Печатники ,3,876,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Гапенко Александр Васильевич,Печатники ,3,182,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Горбачев Андрей Сергеевич,Печатники ,3,279,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Иванов Максим Михайлович,Печатники ,3,381,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Киселева Людмила Николаевна,Печатники ,3,351,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Копылов Александр Григорьевич,Печатники ,3,227,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Костюковский Алексей Сергеевич,Печатники ,3,512,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Мазуров Андрей Иванович,Печатники ,3,133,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Манаевская Елена Вячеславовна,Печатники ,3,527,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Мирзоева Алина Давидовна,Печатники ,3,238,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Орионов Валентин Валерьевич,Печатники ,3,120,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Подольская Елена Дмитриевна,Печатники ,3,1057,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Поляков Виктор Леонидович,Печатники ,3,815,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Семенова Ольга Александровна,Печатники ,3,534,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Сидорова Анастасия Александровна,Печатники ,3,134,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Томилов Валентин Михайлович,Печатники ,3,218,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Хрипунов Вячеслав Владимирович,Печатники ,3,352,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Хрищатая Татьяна Леонидовна,Печатники ,3,169,18139,2714,13,242,16.36804675009648,0.07166877997684547,1.334141904184354
Алексеев Алексей Алексеевич,Рязанский,1,443,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Андреев Сергей Сергеевич,Рязанский,1,290,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Афанасова Вера Васильевна,Рязанский,1,701,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Балабуткин Алексей Алексеевич,Рязанский,1,643,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Бондарь Андрей Васильевич,Рязанский,1,325,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Дегтярев Станислав Олегович,Рязанский,1,801,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Евсеев Анатолий Дмитриевич,Рязанский,1,1917,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Зинич Михаил Викторович,Рязанский,1,954,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Кисель Александр Павлович,Рязанский,1,559,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Колганов Максим Олегович,Рязанский,1,240,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Костюченко Владимир Евгеньевич,Рязанский,1,448,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Кручинин Иван Михайлович,Рязанский,1,165,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Кручинин Юрий Михайлович,Рязанский,1,149,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Ларин Михаил Игоревич,Рязанский,1,835,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Лутовинов Сергей Александрович,Рязанский,1,503,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Манасипов Руслан Яшарович,Рязанский,1,431,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Москалюк Павел Александрович,Рязанский,1,353,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Моськин Константин Сергеевич,Рязанский,1,1378,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Мусиенко Виталий Иванович,Рязанский,1,481,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Мягкая Ирина Николаевна,Рязанский,1,1039,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Померанцев Георгий Александрович,Рязанский,1,199,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Романов Алексей Александрович,Рязанский,1,1198,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Сколозубов Владимир Игоревич,Рязанский,1,277,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Смелова Марина Александровна,Рязанский,1,1333,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Сосновский Илья Владимирович,Рязанский,1,1176,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Федоров Павел Сергеевич,Рязанский,1,524,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Шкурин Николай Викторович,Рязанский,1,805,30921,4556,9,338,15.856537628149153,0.02910643252158727,1.0931082435884998
Акмуратова Светлана Васильевна,Рязанский,2,1460,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Алымова-Орлова Лариса Николаевна,Рязанский,2,1253,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Амбарцумов Андрей Евгеньевич,Рязанский,2,730,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Булатов Антон Эминович,Рязанский,2,293,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Валиев Илья Мидхатович,Рязанский,2,536,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Докучаев Александр Викторович,Рязанский,2,683,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Егоров Игорь Сергеевич,Рязанский,2,989,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Журавлев Анатолий Витальевич,Рязанский,2,677,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Красов Юрий Владимирович,Рязанский,2,569,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Морозков Сергей Владиславович,Рязанский,2,537,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Муцко Александр Степанович,Рязанский,2,820,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Нетунаев Владислав Валерьевич,Рязанский,2,259,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Орионов Валентин Валерьевич,Рязанский,2,210,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Орлов Иван Юрьевич,Рязанский,2,387,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Пашков Андрей Анатольевич,Рязанский,2,1483,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Породин Николай Вячеславович,Рязанский,2,1058,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Пугачева Нина Владимировна,Рязанский,2,523,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Пшерадовская Ирина Алексеевна,Рязанский,2,335,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Сандаков Яков Павлович,Рязанский,2,1254,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Симонов Анатолий Васильевич,Рязанский,2,350,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Советина Ксения Анатольевна,Рязанский,2,330,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Щёголев Александр Павлович,Рязанский,2,338,31409,4149,6,194,13.846349772358241,0.019102804928523672,0.6176573593555987
Абрамов Игорь Николаевич,Текстильщики в городе Москве,1,1663,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Волошина Анастасия Викторовна,Текстильщики в городе Москве,1,1611,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Воробьев Евгений Викторович,Текстильщики в городе Москве,1,615,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Дугинова Татьяна Леонидовна,Текстильщики в городе Москве,1,1591,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Игнатьева Александра Витальевна,Текстильщики в городе Москве,1,1538,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Митяев Александр Константинович,Текстильщики в городе Москве,1,587,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Новикова Татьяна Викторовна,Текстильщики в городе Москве,1,1662,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Орлов Артем Юрьевич,Текстильщики в городе Москве,1,672,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Пимкин Юрий Александрович,Текстильщики в городе Москве,1,498,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Сараев Дмитрий Михайлович,Текстильщики в городе Москве,1,681,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Смирнов Сергей Сергеевич,Текстильщики в городе Москве,1,537,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Сотникова Тамара Ивановна,Текстильщики в городе Москве,1,543,28697,3169,17,286,12.098825661218942,0.059239641774401504,0.9966198557340489
Агафонцев Александр Сергеевич,Текстильщики в городе Москве,2,666,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Боровова Ирина Валерьевна,Текстильщики в городе Москве,2,1524,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Гишко Наталья Юрьевна,Текстильщики в городе Москве,2,858,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Горбунов Игорь Геннадьевич,Текстильщики в городе Москве,2,832,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Давыдов Алексей Владимирович,Текстильщики в городе Москве,2,462,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Дмитриева Ольга Михайловна,Текстильщики в городе Москве,2,1514,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Еленский Владислав Олегович,Текстильщики в городе Москве,2,547,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Игнаток Николай Владимирович,Текстильщики в городе Москве,2,236,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Козадаев Сергей Сергеевич,Текстильщики в городе Москве,2,339,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Козлович Вадим Николаевич,Текстильщики в городе Москве,2,508,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
Коломаченко Александр Михайлович,Текстильщики в городе Москве,2,1507,29830,3898,63,287,14.240697284612805,0.21119678176332551,0.9621186724773718
