name,declined,parties,won
Головин Андрей Владимирович,1,0,0
Гребенкина Ирина Юрьевна,1,10,1
Гришанин Ростислав Сергеевич,1,9,0
Гужевкин Константин Сергеевич,1,10,1
Дейнекин Михаил Викторович,1,0,0
Закондырин Александр Евгеньевич,1,13,0
Кириченко Анна Николаевна,1,9,0
Князева Ольга Рамировна,1,9,0
Крутелев Виктор Александрович,1,9,0
Кулаков Алексей Михайлович,1,7,0
Нефёдов Михаил Евгеньевич,1,3,0
Новичков Андрей Александрович,1,4,0
Осипов Егор Андреевич,1,4,0
Паршиков Сергей Дмитриевич,1,4,0
Паршков Алексей Иванович,1,13,0
Пряхина Людмила Николаевна,1,10,1
Сафина Анна Анваровна,1,0,0
Синицын Константин Геннадьевич,1,3,0
Тюняева Татьяна Михайловна,1,13,0
Фатеева Татьяна Евгеньевна,1,5,0
Хмелевская Елена Михайловна,1,3,0
Шевченко Ольга Геннадьевна,1,10,1
Атаулин Вадим Рафаилович,0,9,1
Беляев Алексей Семенович,0,0,1
Белячкова Наталья Алексеевна,0,10,1
Бурневская Елена Николаевна,0,4,0
Буров Павел Викторович,0,4,0
Бурова Галина Михайловна,0,10,1
Волобуев Андрей Николаевич,0,5,0
Горбачёв Алексей Игоревич,0,0,0
Грачева Наталья Владимировна,0,7,0
Грилль Филипп Александрович,0,0,0
Дудочкина Татьяна Сергеевна,0,10,0
Ильин Никита Игоревич,0,9,1
Клепцова Людмила Николаевна,0,3,0
Колганова Екатерина Васильевна,0,0,0
Корчагин Олег Васильевич,0,4,0
Косинова Дарья Михайловна,0,13,0
Леонтьева Надежда Владимировна,0,10,0
Малкина Юлия Андреевна,3,13,0
Мальцев Андрей Валерьевич,3,0,0
Маркова Алла Владимировна,3,5,0
Мельников Алексей Владимирович,3,4,0
Мельникова Наталья Николаевна,3,10,0
Подгорный Сергей Александрович,3,9,0
Пономаренко Андрей Игоревич,3,13,0
Профарт Алёна Александровна,3,0,0
Ремизов Александр Николаевич,3,9,0
Сгибнев Андрей Владиславович,3,0,0
Семикова Анна Андреевна,3,5,0
Сидорович Игорь Анатольевич,3,4,0
Ситнин Алексей Всеволодович,3,13,0
Таранищенко Никита Михайлович,3,27,0
Филюкова Алиса Михайловна,3,9,0
Хвалько Денис Тимурович,0,5,0
Хоменко Эдуард Константинович,0,0,0
Шумилова Екатерина Александровна,0,8,0
Александров Никита Сергеевич,0,5,0
Алексеев Виталий Борисович,0,7,0
Андреева Юлия Андреевна,0,17,0
Ворновская Светлана Сергеевна,0,8,0
Воронков Александр Викторович,0,9,0
Давыдов Аркадий Владимирович,0,4,0
Ефанов Сергей Юрьевич,0,0,0
Караханова Валя Сергеевна,0,10,1
Коляденко Ратмир Владимирович,0,7,0
Кондратьева Татьяна Сергеевна,0,0,0
Мачинская Татьяна Васильевна,0,3,0
Мещеряков Борис Борисович,0,10,1
Миронова Валентина Никитична,0,10,1
Пачеко-Рейнага Галина Николаевна,0,10,1
Потапенкова Светлана Михайловна,0,4,0
Сергевнин Дмитрий Алексеевич,0,4,0
Сидорова Вера Петровна,0,10,1
Симашкова Татьяна Александровна,0,4,0
Терехов Дмитрий Юрьевич,0,4,0
Умнов Вячеслав Иванович,0,5,0
Чаплинский Сергей Михайлович,0,8,0
Шматков Сергей Алексеевич,0,0,0
Алексанян Оганес Вардгесович,2,0,0
Баканас Елена Сергеевна,2,4,0
Баскакова Наталья Анатольевна,2,10,1
Бебко Вадим Владиславович,2,4,0
Боброва Анастасия Андреевна,2,0,0
Волков Николай Васильевич,2,3,0
Гаязова Оксана Николаевна,2,10,1
Герасимова Ирина Николаевна,2,0,0
Долбешкин Константин Павлович,2,7,0
Ерохин Николай Викторович,2,8,0
Жигулин Михаил Иванович,2,3,0
Звягинцев Петр Семенович,2,4,0
Иванов Николай Михайлович,2,3,0
Иванова Александра Владимировна,2,0,0
Кузенкин Александр Валентинович,2,0,0
Кузьмин Владимир Николаевич,2,4,0
Лебедев Владислав Игоревич,2,9,0
Литвинов Андрей Александрович,2,6,0
Мазуров Дмитрий Александрович,0,8,0
Маслов Андрей Анатольевич,0,4,0
Морозов Олег Андреевич,0,10,1
Мясоедов Алексей Иванович,0,3,0
Неймарк Владислав Александрович,0,9,0
Пархоменко Михаил Генрихович,0,0,0
Пахоменко Михаил Александрович,0,9,0
Петухова Наталья Александровна,0,3,0
Ронжина Галина Григорьевна,0,5,0
