name,declined,parties,won
Головичева Людмила Владимировна,1,10,1
Душинина Алла Юрьевна,1,0,0
Жидков Владимир Владимирович,1,9,1
Жилин Владимир Александрович,1,4,1
Зинченко Михаил Вадимович,1,5,0
Капитонов Александр Анатольевич,1,4,0
Клемешов Максим Дмитриевич,1,0,0
Локтев Максим Александрович,1,0,0
Лукьянова Кира Вадимовна,1,9,0
Мамаева Елена Валерьевна,1,10,1
Никольская Юлия Вячеславовна,1,10,0
Ободина Стелла Юрьевна,1,4,0
Ребяцков Денис Игоревич,1,5,0
Сорокин Александр Алексеевич,1,9,0
Сухоруков Александр Игоревич,1,10,1
Хайруллина Венера Умяровна,1,10,0
Хомутов Александр Александрович,1,0,0
Черниченко Александра Михайловна,1,0,0
Шестакова Дарья Андреевна,1,8,0
Баранов Алексей Андреевич,2,4,1
Бессонов Игорь Александрович,2,8,0
Бобринский Николай Алексеевич,2,9,1
Былинская Юлия Витальевна,2,5,0
Горелов Кирилл Евгеньевич,2,9,0
Денисов Илья Олегович,2,4,0
Ерцева Нина Владимировна,2,0,0
Зеленовский Владимир Вячеславович,2,8,0
Зорькин Алексей Юрьевич,2,0,0
Крынина Галина Валентиновна,2,3,0
Мамонтов Владимир Юрьевич,2,4,0
Новиков Александр Иванович,2,0,0
Ольшанский Леонид Дмитриевич,2,0,0
Паисов Дмитрий Владимирович,2,4,0
Садчикова Ирина Викторовна,2,0,1
Симонова Ольга Игоревна,2,0,1
Стриковский Михаил Евсеевич,2,8,0
Фокина Валентина Александровна,2,9,0
Шабалин Олег Юрьевич,1,5,0
Агбальянц Владимир Эдуардович,4,3,0
Андросов Дмитрий Петрович,4,17,0
Афанаскин Александр Михайлович,4,0,0
Белов Никита Андреевич,4,9,1
Войлошников Алексей Геннадьевич,4,0,0
Волков Николай Юрьевич,4,4,0
Гончаров Даниил Сергеевич,4,8,0
Елисеева Наталия Андреевна,4,0,0
Зайцева Элина Геннадьевна,4,0,0
Заляева Гузель Айдаровна,4,0,0
Ивановский Владимир Александрович,4,8,0
Исаков Артемий Леонидович,4,8,0
Катаева Ольга Георгиевна,4,3,0
Квашнина Наталия Олеговна,4,8,0
Ковалева Галина Ивановна,4,0,1
Муромцев Никита Андреевич,4,9,0
Плюхов Сергей Викторович,2,4,0
Рогов Михаил Владимирович,2,17,0
Сенцова Ирина Андреевна,2,4,0
Хохлова Эмилия Владимировна,2,4,1
Черняев Александр Петрович,2,0,0
Шарипова Маргарита Ильгизовна,2,9,1
Эбзеев Борис Юрьевич,2,0,0
Яковлев Андрей Анатольевич,2,5,0
Аверьянова Елена Алексеевна,2,3,0
Бабыкин Арсений Сергеевич,2,5,0
Болотин Алексей Дмитриевич,2,4,0
Быстрова Ирина Анатольевна,2,3,0
Ветров Владимир Николаевич,2,4,0
Гонгальский Максим Брониславович,2,9,1
Дмитриев Станислав Николаевич,2,0,1
Зигунский Василий Александрович,2,9,0
Зубко Андрей Александрович,2,4,0
Иванова Оксана Ивановна,2,0,0
Ильин Сергей Николаевич,2,5,0
Инютин Александр Михайлович,2,0,0
Каплина Наталия Викторовна,2,0,1
Лесков Дмитрий Сергеевич,2,0,0
Ломова Татьяна Алексеевна,2,4,0
Маскова Виктория Владимировна,2,0,0
Михайлов Александр Яковлевич,2,0,1
Мочалов Владимир Иванович,2,0,0
Соколов Валерий Валериевич,0,9,0
Алексаков Николай Вадимович,1,5,0
Алешников Михаил Натанович,1,4,0
Бобылева Алевтина Сергеевна,1,10,1
Богданов Тимур Владимирович,1,0,0
Бутузов Александр Викторович,1,5,0
Вязников Олег Николаевич,1,0,0
Захарова Юлия Андреевна,1,4,0
Луцковский Кирилл Сергеевич,1,9,0
Масленникова Ирина Петровна,1,10,1
Петров Павел Юрьевич,1,9,0
Плискина Наталия Александровна,1,0,0
Попович Виктор Константинович,1,10,1
Решилова Ольга Валерьевна,1,3,0
Сахарова Светлана Николаевна,1,10,1
Смирнов Андрей Павлович,1,10,1
Фрадкин Евгений Станиславович,1,9,0
Хакимов Алексей Игоревич,1,4,0
Богданов Александр Владимирович,1,0,0
Васюков Дмитрий Викторович,1,4,0
Верхович Валерий Степанович,1,10,1
Власов Дмитрий Юрьевич,1,10,1
Гришин Сергей Михайлович,1,0,0
Денисов Евгений Григорьевич,1,0,0
Желтов Николай Юрьевич,1,10,1
Зотов Виктор Михайлович,1,8,0
Ивашенцев Алексей Вячеславович,1,4,0
Казакова Наталья Викторовна,1,9,0
Каландаров Камилжан Хамутович,1,5,0
Калинин Владислав Павлович,1,0,0
Кравченко Дмитрий Игоревич,1,3,0
Крюков Никита Борисович,1,5,0
Лисун Любовь Николаевна,1,6,0
Мустафина Светлана Николаевна,1,10,1
Покровская Наталия Алексеевна,1,9,0
Рудковский Андрей Андреевич,1,5,0
Рузаков Юрий Евгеньевич,0,0,0
Сидоренко Светлана Александровна,0,7,0
Созинов Александр Васильевич,0,3,0
Солодуха Ева Григорьевна,0,10,1
Сяткин Николай Сергеевич,0,3,0
Артамонова Зинаида Васильевна,2,5,0
Бондарев Сергей Викторович,2,7,0
Борзова Екатерина Сергеевна,2,4,0
Гагарин Александр Николаевич,2,9,1
Гарначук Владимир Федорович,2,4,0
Глек Игорь Владимирович,2,0,1
Груздева Александра Николаевна,2,9,1
Досекина Оксана Даниловна,2,5,0
Ефимович Александр Михайлович,2,8,0
Измайлов Сергей Юрьевич,2,4,0
Каландаров Камилжан Хамутович,2,5,0
Колоколов Андрей Сергеевич,2,3,0
Коршунов Алексей Владимирович,2,10,0
Коткин Кирилл Леопольдович,2,0,0
Ксенофонтова Ольга Павловна,2,9,1
Лескова Ирина Анатольевна,2,0,0
Майоров Максим Александрович,2,8,0
Матвеев Виталий Юрьевич,2,14",0
Матвеев Сергей Иванович,2,8,0
Николаева Анжелика Владимировна,2,10,0
Петров Иван Алексеевич,2,0,0
Пищальников Александр Сергеевич,2,9,1
Расулов Мирзо Максудович,2,10,0
Селицкий Георгий Михайлович,2,0,0
Скобеева Виктория Александровна,2,9,0
Смуглин Федор Савельевич,2,10,0
Суворова Милена Сергеевна,2,8,0
Тюхтина Галина Валентиновна,2,0,0
Хабаров Сергей Анатольевич,2,2,0
Черкашин Денис Васильевич,2,10,0
Шлег Дмитрий Дмитриевич,2,3,0
Батутина Вера Мстиславовна,0,4,0
Бессонов Аркадий Олегович,0,0,0
Бурмакина Вероника Фёдоровна,0,10,0
Вацкова Евгения Юрьевна,0,3,0
Ветрянюк Александр Васильевич,0,10,0
Гара Федор Сергеевич,0,8,0
Гершберг Евгения Игоревна,0,9,1
Дворников Николай Владимирович,0,0,0
Захаров Сергей Алексеевич,0,8,0
Ильин Сергей Николаевич,0,5,0
Иноземцева Анастасия Владимировна,0,0,0
Королёва Валентина Петровна,0,5,0
Кочергина Зинаида Ивановна,0,0,0
Кузнецов Дмитрий Валериевич,0,10,0
Кульков Роман Андреевич,0,0,0
Летенков Валерий Викторович,0,0,0
Лукьянец Марина Александровна,0,9,1
Мамчур Геннадий Владимирович,0,4,0
Маслов Алексей Владимирович,0,0,0
Мирошниченко Михаил Леонидович,0,0,0
Михайловский Александр Всеволодович,0,8,0
Орлова Марина Олеговна,0,9,1
Плотников Александр Анатольевич,0,5,0
Половова Наталья Николаевна,0,10,0
Рыкунов Петр Борисович,0,7,0
Сафёров Владимир Николаевич,0,0,0
Сафонов Андрей Сергеевич,0,9,1
Сидоренко Андрей Ванадьевич,0,0,0
Ситдиков Тимур Ильдарович,0,4,0
Сладков Дмитрий Владимирович,0,6,0
Строк Евгений Николаевич,0,4,0
Суханов Игорь Владимирович,0,4,0
Травникова Юлия Владимировна,0,0,0
Тугарин Андрей Олегович,0,6,0
Хамадьяров Ильдар Набиуллаевич,0,0,0
Черникова Татьяна Григорьевна,0,9,1
Шабалин Олег Юрьевич,0,5,0
Шаркович Юрий Александрович,0,0,0
Шкурко Андрей Анатольевич,0,0,0
Щуров Павел Михайлович,0,10,0
Ярцев Алексей Николаевич,0,5,0
Бедрин Кирилл Валерьевич,1,4,0
Кучербаева Лилия Мунировна,1,4,0
Сорокин Денис Александрович,1,4,0
Цховребов Алан Иванович,1,4,0
Шелест Михаил Михайлович,1,4,0
Амосов Анатолий Александрович,1,5,0
Киселев Михаил Александрович,1,5,0
Богданов Сергей Вячеславович,1,10,1
Клестова Наталия Владимировна,1,10,0
Муравьев Андрей Александрович,1,10,0
Прохоров Дмитрий Юрьевич,1,10,1
Яковлев Сергей Владимирович,1,10,0
Серёдкина Анна Борисовна,1,7,0
Бодриков Александр Евгеньевич,1,9,1
Князев Николай Александрович,1,9,1
Прокуронов Денис Дмитриевич,1,9,1
Царёв Лев Игоревич,1,9,0
Чекунаева Юлия Александровна,1,9,0
Рогов Михаил Витальевич,1,8,0
Быкадарова Вероника Ильинична,0,0,0
Зыкова Татьяна Георгиевна,0,0,0
Медведев Виталий Викторович,0,0,0
Монахов Владимир Александрович,0,0,0
Назаров Григорий Севанович,0,0,0
Петрова Ольга Владимировна,0,0,0
Сидоренко Даниил Викторович,0,0,0
Сизов Михаил Михайлович,0,0,0
Титов Леонид Юрьевич,0,0,0
Шалатонина Елена Викторовна,2,3,0
Какушин Дмитрий Николаевич,2,4,0
Корсаков Николай Николаевич,2,4,0
Розгон Евгения Игоревна,2,4,0
Столяров Андрей Львович,2,4,0
Удальцов Александр Александрович,2,4,0
Амосова Ольга Юрьевна,2,5,0
Литвинов Алексей Сергеевич,2,5,0
Сущинская Алла Викторовна,2,5,0
Шайдуллин Илья Равильевич,2,5,0
Бражник Виктория Алексеевна,2,10,1
Дрожжинов Михаил Дмитриевич,2,10,0
Мкртчян Тигран Лунтерсович,2,10,0
Хубиев Расул Владимирович,2,10,0
Чистякова Татьяна Александровна,2,10,1
Денисенко Вадим Николаевич,2,9,0
Киселев Дмитрий Викторович,2,9,0
Сурикова Ирина Евгеньевна,2,9,1
Кургузов Иван Александрович,1,8,0
Недумов Сергей Юрьевич,1,8,0
Шубин Семен Валериевич,1,8,0
Коровин Вадим Александрович,1,17,1
Варавин Никита Игоревич,1,0,0
Мостинская Ольга Сергеевна,1,0,1
Муратова Юлия Ивановна,1,0,0
Салов Игорь Александрович,1,0,0
Щербаков Анатолий Александрович,1,0,0
Мошковская Валентина Филипповна,1,3,0
Воскобой Ксения Михайловна,1,4,0
Ларичев Андрей Викторович,1,4,1
Сазанский Иван Маркович,1,4,0
Усманов Олег Владимирович,1,4,0
Чудиновских Андрей Олегович,1,4,0
Белкин Дмитрий Иванович,1,6,0
Ведмедь Артур Алексеевич,1,5,0
Зайцев Сергей Андреевич,1,5,0
Адам Василий Иванович,1,10,1
Бутенко Александр Геннадиевич,1,10,1
Кирий Юлия Федоровна,1,10,0
Медведев Игорь Андреевич,1,10,0
Никитина Нина Ивановна,1,10,1
Чернецов Виктор Васильевич,1,7,0
Дербинян Майя Сергеевна,1,9,0
Кучеренко Александр Михайлович,1,9,0
Мингулов Булат Маратович,1,9,0
Миннеханова Зухра Закариевна,1,9,0
Иванников Александр Павлович,0,8,0
Айсин Рушан Жамилевич,0,0,0
Девятов Алексей Алексеевич,0,0,1
Соловьев Павел Алексеевич,0,3,0
Вахмистров Евгений Павлович,0,4,0
Гумирова Наталья Вячеславовна,0,4,0
Тимохин Юрий Николаевич,0,4,0
Худояров Анатолий Тимофеевич,0,4,0
Мельшиян Наталия Хемьзеевна,0,5,0
Тимошина Юлия Сергеевна,0,5,0
Тимощенков Александр Михайлович,0,5,0
Усачев Дмитрий Сергеевич,0,5,0
Чистов Михаил Сергеевич,0,5,0
Ващилин Анатолий Сергеевич,0,10,1
Зотов Михаил Яковлевич,0,10,1
Перевертов Алексей Альбертович,0,10,1
Смирнова Татьяна Петровна,0,10,1
Шевелло Артур Михайлович,0,10,1
Коршкова Алиса Васильевна,0,7,0
Еремин Денис Михайлович,0,9,0
Стабров Василий Николаевич,0,9,0
Зайцев Николай Юрьевич,0,0,0
Ковчур Марина Владимировна,0,0,0
Куликов Дмитрий Михайлович,0,0,0
Лемзякова Александра Александровна,0,0,0
Жагина Ольга Михайловна,0,3,0
Королева Елена Владимировна,0,3,0
Головачёва Анастасия Николаевна,0,4,0
Кузнецова Дарья Александровна,0,4,0
Марченко Надежда Николаевна,0,4,0
Немец Антон Ролланович,0,4,0
Редин Александр Александрович,0,4,0
Андросов Сергей Михайлович,0,6,0
Борзов Николай Сергеевич,0,5,0
Галаджий Илья Дмитриевич,0,5,0
Головин Григорий Леонидович,0,5,0
Гудков Денис Александрович,0,5,0
Хохлова Ирина Витальевна,0,5,0
Овсянников Сергей Васильевич,0,10,1
Пугачёва Екатерина Викторовна,0,10,1
Уваркин Денис Александрович,0,10,1
Федотова Наталия Николаевна,0,10,1
Чусовитина Елена Юрьевна,0,10,1
Аввакумова Анна Сергеевна,0,7,0
Кодзасов Василий Игоревич,0,9,0
Сорокин Сергей Александрович,2,17,0
Бандурин Алексей Валериевич,2,16,0
Гамолин Александр Вадимович,2,16,0
Далечин Василий Юрьевич,2,16,0
Дависвич Денис Анатольевич,2,0,0
Дружинина Людмила Сергеевна,2,0,0
Зыза Юрий Анатольевич,2,0,0
Крупенников Павел Игоревич,2,0,0
Палкина Светлана Сергеевна,2,0,0
Путивцев Александр Васильевич,2,0,0
Соколова Алла Викторовна,2,0,0
Анисимов Владимир Викторович,0,10,1
Беспалова Татьяна Евгеньевна,0,5,0
Бибаева Татьяна Владимировна,0,10,1
Венедиктов Александр Викторович,0,4,0
Виноградова Ирина Петровна,0,4,0
Дахин Илья Николаевич,0,5,0
Доброхотова Елена Валерьевна,0,7,0
Егорова Алла Александровна,0,3,0
Журавлев Николай Егорович,0,4,0
Зайцев Александр Викторович,0,5,0
Каханов Михаил Валерьевич,0,3,0
Качикин Михаил Владиславович,0,4,0
Колесникова Ирина Геннадьевна,0,10,1
Круглов Владимир Викторович,0,5,0
Кузьмин Михаил Юрьевич,0,10,1
Найденов Егор Сергеевич,0,5,0
Никитушкина Валерия Валентиновна,0,4,0
Петров Денис Геннадьевич,0,0,0
Резвяков Александр Игоревич,0,0,0
Шегаева Оксана Валериевна,0,10,1
Абрамова Ольга Ивановна,0,5,0
Акимов Вадим Алексеевич,0,4,0
Алекса Виктор Анастасьевич,0,9,0
Алексеев Лев Алексеевич,0,4,0
Антонов Александр Павлович,0,5,0
Белова Юлия Вячеславовна,0,7,0
Богорова Элеонора Дмитриевна,0,4,0
Бронштейн Владимир Валентинович,0,5,0
Голофеев Вячеслав Александрович,0,5,0
Дороничева Светлана Владимировна,0,10,1
Кузнецов Анатолий Закирович,0,10,1
Лебедев Алексей Михайлович,0,0,0
Луконина Лариса Михайловна,0,3,0
Овчинникова Елена Эдуардовна,0,10,1
Постников Александр Валентинович,0,3,0
Румянцев Сергей Евгеньевич,0,4,0
Садовников Станислав Владимирович,0,10,1
Солдатова-Федотова Мария Александровна,0,0,0
Уткин Владимир Валерьевич,0,0,0
Чалык Людмила Владимировна,0,0,0
Шамне Лариса Георгиевна,0,10,1
Леоненков Кирилл Владиславович,1,3,0
Денисов Михаил Алексеевич,1,4,0
Корепанов Николай Сергеевич,1,4,0
Митрохин Владимир Павлович,1,4,0
Пилюгин Дмитрий Игоревич,1,4,0
Харитонов Александр Петрович,1,4,0
Ремень Иван Валерьевич,1,6,0
Власов Андрей Владимирович,1,5,0
Маркин Анатолий Андреевич,1,5,0
Тарасова Марина Георгиевна,1,5,0
Гриднев Олег Владимирович,1,10,1
Кузнецова Ольга Николаевна,1,10,1
Ларин Олег Николаевич,1,10,1
Францева Галина Егоровна,1,10,1
Юдахина Ирина Васильевна,1,10,1
Контанистова Ольга Алексеевна,1,7,0
Пискарёв Сергей Викторович,1,9,0
Селиверстов Илья Дмитриевич,1,9,0
Филиппов Андрей Эдуардович,1,8,0
Испалатов Артём Юрьевич,0,0,0
Крекотнев Алексей Александрович,0,0,0
Назаров Никита Михайлович,0,0,0
Лихачев Виктор Владимирович,0,3,0
Бутко Алексей Станиславович,0,4,0
Грачев Михаил Вячеславович,0,4,0
Калямин Сергей Борисович,0,4,0
Максов Федор Витальевич,0,4,0
Чаховский Владимир Владимирович,0,4,0
Грунин Владимир Вячеславович,0,6,0
Талкин Дмитрий Александрович,0,6,0
Абрамов Андрей Владимирович,0,5,0
Комарова Анна Сергеевна,0,5,0
Тимошин Максим Валерьевич,0,5,0
Тимошина Юлия Сергеевна,0,5,0
Холод Максим Михайлович,0,5,0
Курсаков Андрей Викторович,0,10,1
Лобанова Екатерина Ивановна,0,10,1
Сваровски Екатерина Евгеньевна,0,10,1
Сильченкова Алла Алексеевна,0,10,1
Степанова Мария Валерьевна,0,10,1
Волкова Татьяна Валерьевна,0,7,0
Логинов Ян Борисович,0,9,0
Мишина Татьяна Ивановна,0,8,0
Сухова Жанна Львовна,0,8,0
Телышев Виктор Валерьевич,0,8,0
Толоконникова Ирина Анатольевна,0,8,0
Гладышева Евгения Михайловна,0,0,0
Журжалин Дмитрий Алексеевич,0,0,0
Яресько Николай Семенович,0,0,0
Рожкова Валерия Алексеевна,1,3,0
Груша Александр Евгеньевич,1,4,0
Зацепин Михаил Павлович,1,4,0
Кожихов Алексей Владимирович,1,4,0
Силин Олег Юрьевич,1,4,0
Федянина Татьяна Павловна,1,4,0
Духарев Андрей Олегович,1,6,0
Тростин Андрей Анатольевич,1,6,0
Сидорин Дмитрий Викторович,1,5,0
Тимошин Максим Валерьевич,1,5,0
Тимошина Юлия Сергеевна,1,5,0
Чистов Михаил Сергеевич,1,5,0
Буданова Ольга Владиславовна,1,10,1
Горбачев Алексей Леонидович,1,10,1
Коржова Ольга Николаевна,1,10,1
Кузнецова Жанна Александровна,1,10,1
Ясинова Анна Владимировна,1,10,1
Хренова Александра Игоревна,1,7,0
Гогина Мария Геннадьевна,2,8,0
Гончарук Григорий Иванович,2,8,0
Мишелова Анна Александровна,2,8,0
Фролов Ринат Александрович,2,8,0
Лошин Алексей Алексеевич,2,0,0
Плотников Илья Андреевич,2,0,0
Рыбинский Михаил Евгеньевич,2,0,0
Боброва Анна Алексеевна,0,3,0
Гончарук Евгений Григорьевич,0,4,0
Киселева Ирина Викторовна,0,4,0
Колесников Сергей Александрович,0,4,0
Кутузов Олег Алексеевич,0,4,0
Чупанов Андрей Сергеевич,0,4,0
Краснослободцев Михаил Павлович,0,5,0
Кузьмин Евгений Владимирович,0,5,0
Лонин Андрей Николаевич,0,5,0
Федотов Никита Владимирович,0,5,0
Дуленин Владимир Григорьевич,0,10,1
Рунушкина Ирина Васильевна,0,10,1
Руснак Петр Вадимович,0,10,0
Сафохина Екатерина Сергеевна,0,10,1
Смотрова Татьяна Ивановна,0,10,1
Акимов Вадим Михайлович,0,7,0
Райлян Наталья Ивановна,0,9,0
Букарева Юлия Дмитриевна,0,0,0
Мирошниченко Юлия Александровна,0,0,0
Новиков Владимир Никитович,0,0,0
Пожогина Людмила Владимировна,0,0,0
Титов Андрей Михайлович,0,0,1
Яковлев Артур Ашотович,0,0,0
Прокофьева Юлия Владимировна,1,3,0
Алмакаева Елена Валерьевна,1,4,0
Головачев Владимир Николаевич,1,4,0
Запольская Ольга Владимировна,1,4,0
Нестерович Полина Александровна,1,4,0
Разумова Александра Ильинична,1,4,0
Мельшиян Андрей Владимирович,1,5,0
Тимощенков Александр Михайлович,1,5,0
Усачев Илья Константинович,1,5,0
Яковлев Владимир Егорович,1,5,0
Голованова Маргарита Юрьевна,1,10,1
Горбачева Ирина Михайловна,1,10,1
Кулак Светлана Анатольевна,1,10,1
Кулин Николай Александрович,1,10,1
Слесарев Андрей Сергеевич,1,10,1
Нестерова Марина Борисовна,1,7,0
Емко Анна Сергеевна,1,9,0
Устинов Даниил Игоревич,1,9,0
Дружинина Конкордия Александровна,1,0,0
Ильин Максим Максимович,0,0,0
Токарева Анна Сергеевна,0,0,0
Хафизов Радик Рамильевич,0,0,0
Егорова Анна Александровна,1,3,0
Борткевича Наталия Николаевна,1,4,0
Вишняускас Олег Казимерович,1,4,0
Григорьев Сергей Викторович,1,4,0
Кирсанова Татьяна Владимировна,1,4,0
Лобанова Влада Константиновна,1,4,0
Бронштейн Наталья Ивановна,1,5,0
Тимошина Юлия Сергеевна,1,5,0
Кисловская Ирина Петровна,1,10,1
Ковердяев Сергей Николаевич,1,10,1
Копейкин Юрий Константинович,1,10,1
Мохте Владимир Сергеевич,1,10,1
Черненко Елена Аскольдовна,1,10,1
Лисичкина Елена Николаевна,1,7,0
Казанская Анастасия Михайловна,1,0,0
Морозов Валерий Валерьевич,1,0,0
Морозов Игорь Владимирович,1,0,0
Орлов Александр Александрович,1,0,0
Павлова Зинаида Ивановна,1,0,0
Чагин Сергей Сергеевич,0,0,0
Балановский Леонид Игоревич,3,6,1
Буткова Светлана Львовна,3,10,0
Комарова Светлана Вячеславовна,3,10,0
Крель Анна Анатольевна,3,2,0
Луговская Елена Константиновна,3,6,1
Ляпина Виктория Германовна,3,4,0
Марусев Александр Сергеевич,3,4,0
Недышилов Анатолий Геннадьевич,3,10,0
Никонов Кирилл Владимирович,3,10,0
Сергеев Алексей Михайлович,3,4,0
Суркова Людмила Александровна,3,4,0
Федулов Роман Петрович,3,3,0
Хвалько Денис Тимурович,3,5,0
Щедроткина Светлана Вячеславовна,3,0,0
Щербаченко Анна Адольфовна,3,9,1
Ярилин Павел Анатольевич,3,9,1
Аставина Александра Владимировна,1,2,0
Бессмертнов Андрей Александрович,1,5,0
Болотов Олег Парамонович,1,10,0
Бутенко Филипп Владимирович,1,3,0
Валиуллова Марина Равильевна,1,10,0
Гаджиев Ильгар Гумбат оглы,1,0,0
Дьячков Роман Михайлович,1,4,0
Закаблуковская Юлия Валерьевна,1,9,1
Камерфукс Мила Александровна,1,0,0
Камышева Надежда Алексеевна,1,0,0
Князев Дмитрий Алексеевич,1,0,1
Куренков Максим Сергеевич,1,0,0
Макаров Сергей Сергеевич,1,5,0
Новиков Геннадий Владимирович,1,9,1
Рыбальченко Елена Александровна,1,10,0
Савина Ненель Васильевна,1,3,0
Синегубова Юлия Николаевна,1,4,0
Смольев Владимир Валерьевич,1,2,0
Соболев Алексей Владимирович,0,0,0
Соколова Татьяна Васильевна,0,10,1
Терехова Ирина Викторовна,0,3,0
Тюренков Александр Вячеславович,0,2,0
Царьков Владислав Сергеевич,0,8,0
Черноуцан Николай Алексеевич,0,9,0
Щербина Иван Анатольевич,0,4,0
Якутин Евгений Федорович,0,4,0
Антонов Александр Васильевич,0,3,0
Боброва Ирина Ивановна,0,10,1
Бунин Кирилл Владимирович,0,4,0
Варламова Ирина Рифовна,0,0,0
Гуськов Александр Александрович,0,0,0
Ефимов Александр Борисович,0,3,0
Зубов Сергей Александрович,0,10,0
Кальва Александр Александрович,0,8,0
Колесник Антон Валерьевич,0,9,1
Копейкина Екатерина Николаевна,0,10,1
Кудряшова Наталия Сергеевна,0,8,0
Масляков Сергей Владимирович,0,8,0
Мезрина Елена Георгиевна,0,10,0
Мрочко Андрей Николаевич,0,9,1
Орехова Яна Александровна,0,3,0
Поняхина Марина Анатольевна,0,4,0
Рассказихина Лариса Николаевна,0,13,0
Ревин Сергей Николаевич,0,2,0
Тарасов Антон Александрович,0,4,0
Федоренков Михаил Михайлович,0,0,0
Юченкова Марья Максимовна,0,4,0
Беликов Егор Сергеевич,1,9,0
Белобородова Ольга Валентиновна,1,7,0
Брусс Владимир Александрович,1,4,0
Васильев Николай Андреевич,1,0,0
Гладкин Юрий Алексеевич,1,5,0
Гончарова Татьяна Всеволодовна,1,0,0
Довгалёв Никита Сергеевич,1,9,0
Игнатов Александр Сергеевич,1,10,1
Ищенко Алла Анатольевна,1,3,0
Калашникова Юлия Михайловна,1,8,0
Колесников Борис Анатольевич,1,9,0
Кондратьева Светлана Алексеевна,1,10,1
Коэн Наталия Альбертовна,1,10,1
Кривень Елена Александровна,1,9,0
Куцкевич Анастасия Антоновна,1,5,0
Лихонина Анна Андреевна,1,16,0
Лихонина Ирина Анатольевна,1,4,0
Лосев Никита Валерьевич,1,10,1
Михайлович Игорь Давидович,1,8,0
Мухаметов Эдуард Ильгисович,1,4,0
Новикова Ольга Алексеевна,1,6,0
Панова Мария Викторовна,1,3,0
Петров Олег Александрович,1,4,0
Почитаев Олег Иванович,1,0,0
Ростунов Михаил Алексеевич,1,5,0
Салтыков Анатолий Михайлович,1,0,0
Скрипейчук Владимир Богданович,1,8,0
Сороколетов Сергей Михайлович,1,10,1
Сучкова Елена Андреевна,1,3,0
Филиппов Александр Леонидович,1,0,0
Чайка Елена Валерьевна,1,4,0
Шевченко Вячеслав Андреевич,1,5,0
Адамов Павел Анатольевич,0,10,1
Андрианова Зоя Алексеевна,0,9,1
Белопольская Алла Алексеевна,0,3,0
Блистанова Марина Борисовна,0,3,0
Бобков Андрей Евгеньевич,0,0,0
Брусенцев Александр Дмитриевич,0,0,0
Буржуев Анарбек Русланович,0,5,0
Горбачева Марина Саввовна,0,3,0
Горохова Ольга Сергеевна,0,4,0
Громов Иван Александрович,0,10,1
Демина Екатерина Владимировна,0,0,0
Ефимова Ольга Валерьевна,0,10,0
Зайцев Александр Александрович,0,5,0
Курасов Виктор Владимирович,0,0,0
Лапина Ольга Васильевна,0,4,0
Лозицкая Оксана Николаевна,0,0,0
Михайлов Федор Михайлович,0,9,1
Наумова Татьяна Александровна,0,10,0
Небоженко Роман Александрович,0,9,1
Нурмахаметов Вадим Русланович,0,5,0
Павловский Александр Евгеньевич,1,3,0
Потапов Борис Владимирович,1,4,0
Протасова Олеся Анатольевна,1,0,0
Савина Валентина Михайловна,1,10,0
Самарин Владимир Владимирович,1,4,0
Скворцова Лариса Павловна,1,0,0
Субботин Николай Евгеньевич,1,30,0
Тарасов Артём Александрович,1,9,0
Тобашов Алексей Николаевич,1,0,0
Фирсов Виктор Петрович,1,7,0
Шарипко Андрей Васильевич,1,0,0
Юнусова Юлия Александровна,1,3,0
Акимов Валерий Романович,0,3,0
Витренко Дмитрий Александрович,0,3,0
Карачаровская Владислава Михайловна,0,3,0
Сорсорова Елена Артуровна,0,3,0
Божьев Александр Александрович,0,4,0
Молчанов Игорь Леонидович,0,4,0
Николаева Валентина Сергеевна,0,4,0
Петушков Михаил Альбертович,0,4,0
Плюхин Алексей Борисович,0,4,0
Берегеч Андрей Анатольевич,0,5,0
Бочкова Светлана Николаевна,0,5,0
Норин Максим Игоревич,0,5,0
Копаева Анастасия Александровна,0,10,1
Минигалина Анастасия Николаевна,0,10,1
Назаров Владимир Семенович,0,10,1
Нестеров Андрей Сергеевич,0,10,1
Шапоров Александр Юрьевич,0,10,1
Рамазанова Таслима Камилевна,0,9,0
Сысоев Дмитрий Ростиславович,0,9,0
Макеев Борис Вячеславович,0,8,0
Волков Даниил Андреевич,0,0,0
Макшанов Игорь Михайлович,0,0,0
Маруненков Сергей Павлович,2,3,0
Ромашкова Альбина Фаильевна,2,3,0
Смирнова Валентина Анатольевна,2,3,0
Смирнова Ирина Артемовна,2,3,0
Мартищенков Вадим Викторович,2,4,0
Смирнов Евгений Владимирович,2,4,0
Смирнова Ирина Анатольевна,2,4,0
Щеглов Петр Алексеевич,2,4,0
Бочковар Алина Сергеевна,2,5,0
Галенкина Майя Александровна,2,5,0
Петров Юрий Викторович,2,5,0
Томенюк Мария Василевна,2,5,0
Дорофеева Елена Олеговна,2,10,1
Кириллова Людмила Мирославовна,2,10,1
Кузнецов Алексей Анатольевич,2,10,1
Мокроусова Наталья Викторовна,2,10,1
Шестаков Александр Владимирович,2,10,1
Пачеко-Рейнага Антони Хосевич,2,7,0
Кальницкая Кристина Геннадьевна,2,0,0
Сорсоров Иван Романович,2,0,0
Белавин Владимир Иванович,1,10,1
Варжина Надежда Георгиевна,1,0,0
Волгин Алексей Сергеевич,1,4,0
